road,Accidents
"(693019291, 693019288, 0)",1
"(693399905, 693426477, 0)",1
"(693409520, 693409525, 0)",1
"(693409525, 534382400, 0)",1
"(693410198, 693402068, 0)",1
"(693410198, 693407042, 0)",1
"(693418946, 693402698, 0)",1
"(693420587, 693421390, 0)",1
"(693422149, 693419227, 0)",1
"(693424105, 21266652, 0)",2
"(693430679, 693738630, 0)",1
"(693740475, 61773536, 0)",1
"(693740475, 693741062, 0)",1
"(693741188, 693789092, 0)",1
"(693748489, 21266648, 0)",1
"(693758350, 693748498, 0)",1
"(693772533, 693768511, 0)",1
"(693777980, 1636581648, 0)",1
"(693789092, 693741188, 0)",1
"(693789092, 694078389, 0)",1
"(693789092, 5321962393, 0)",1
"(693789142, 693772174, 0)",1
"(693789142, 694079338, 0)",1
"(693884862, 5191078626, 0)",2
"(694078389, 1628116232, 0)",1
"(694078898, 694078994, 0)",1
"(694079338, 693789142, 0)",1
"(694079451, 694079449, 0)",1
"(694079721, 694079574, 0)",1
"(694080187, 694079140, 0)",1
"(694080520, 1628116302, 0)",2
"(694080802, 29059160, 0)",5
"(697173397, 697173388, 0)",1
"(697173408, 457646647, 0)",1
"(702201793, 702201805, 0)",1
"(702234799, 59650516, 0)",1
"(703828711, 3471381, 0)",2
"(703828711, 249733614, 0)",1
"(703828725, 247963428, 0)",1
"(703828725, 7039306783, 0)",1
"(703828728, 248018270, 0)",1
"(703828735, 248494965, 0)",1
"(703828748, 1296600366, 0)",1
"(703828778, 248018398, 0)",1
"(703828778, 703828764, 0)",1
"(703828778, 1080523688, 0)",1
"(703828812, 9824397, 0)",1
"(703828822, 247963421, 0)",1
"(703828849, 1325893843, 0)",1
"(703828857, 1632928497, 0)",1
"(712676261, 1557178775, 0)",1
"(712676408, 712676326, 0)",1
"(712676445, 31936020, 0)",1
"(712722734, 387900711, 0)",1
"(712722740, 712722880, 0)",1
"(712722782, 712722845, 0)",1
"(712722833, 712722793, 0)",1
"(712722853, 712722768, 0)",1
"(714089922, 561428007, 0)",5
"(714136066, 49980803, 0)",3
"(714152542, 2043117022, 0)",1
"(714160796, 982576603, 0)",2
"(714231304, 248497598, 0)",2
"(734936799, 734936804, 0)",1
"(734936799, 1296773721, 0)",1
"(734936803, 734936806, 0)",3
"(734936804, 734936807, 0)",1
"(734936805, 1296773765, 0)",1
"(734936807, 507896665, 0)",2
"(734936807, 1639561304, 0)",2
"(734936811, 1296773761, 0)",1
"(734936815, 734936803, 0)",1
"(734936815, 734936806, 0)",1
"(745108339, 21004207, 0)",4
"(745108339, 6497058749, 0)",1
"(746771561, 21267927, 0)",2
"(755792429, 936542294, 0)",1
"(762374887, 249813627, 0)",3
"(762375093, 982573796, 0)",1
"(762669698, 51458926, 0)",3
"(762669698, 342620651, 0)",1
"(764390637, 247372529, 0)",1
"(764390637, 320120350, 0)",2
"(765227730, 21436381, 0)",3
"(765859898, 765859906, 0)",1
"(766731526, 30814400, 0)",1
"(772739864, 248050337, 0)",1
"(772739939, 18667965, 0)",1
"(772739939, 1643932245, 0)",2
"(772740105, 18667968, 0)",1
"(772740105, 18667969, 0)",2
"(774753015, 321789, 0)",1
"(774753015, 9831976, 0)",5
"(775718264, 9832119, 0)",1
"(789051851, 789051827, 0)",1
"(789666582, 789666617, 0)",1
"(789666615, 245504907, 0)",1
"(789666763, 789666597, 0)",2
"(789667007, 464609645, 0)",2
"(789667063, 245508527, 0)",1
"(789667082, 789666597, 0)",1
"(795893588, 1590163663, 0)",1
"(796100036, 796101174, 0)",1
"(796105172, 31938092, 0)",1
"(796105172, 1953770011, 0)",1
"(796110731, 59650582, 0)",1
"(796116025, 796119111, 0)",1
"(796116025, 1407526693, 0)",2
"(796119111, 59650568, 0)",2
"(796380772, 2677105817, 0)",2
"(796382622, 796382624, 0)",1
"(796384034, 247925456, 0)",1
"(796482913, 804660253, 0)",1
"(798056773, 1652885241, 0)",1
"(798155388, 907813562, 0)",1
"(798171683, 1668891651, 0)",1
"(798242945, 766731601, 0)",1
"(804660253, 82750920, 0)",2
"(804660253, 796482913, 0)",2
"(804668550, 322766815, 0)",1
"(804736607, 451961441, 0)",1
"(838377139, 9416390321, 0)",1
"(838392967, 838396370, 0)",1
"(838396368, 838396370, 0)",1
"(873804776, 59652045, 0)",4
"(873804776, 873804786, 0)",2
"(873804855, 873804803, 0)",1
"(888550223, 8978484482, 0)",2
"(888550251, 982576926, 0)",2
"(888550251, 1600541450, 0)",1
"(888550252, 888550251, 0)",2
"(888550252, 888550254, 0)",1
"(888550254, 245494201, 0)",1
"(888550263, 982576949, 0)",1
"(888550266, 888550271, 0)",1
"(890850196, 890850586, 0)",1
"(890850295, 890850408, 0)",1
"(890850331, 301022558, 0)",1
"(890850363, 54093324, 0)",1
"(890850363, 890850604, 0)",2
"(890850383, 890850387, 0)",1
"(890850405, 53379598, 0)",1
"(890850405, 890850207, 0)",1
"(890850414, 10457571, 0)",3
"(890850414, 319871458, 0)",4
"(890850439, 890850619, 0)",3
"(890850444, 890850387, 0)",1
"(890850532, 890850439, 0)",2
"(890850532, 890850604, 0)",1
"(890850586, 27394624, 0)",1
"(890850604, 890850278, 0)",1
"(890850604, 890850532, 0)",1
"(891826500, 21267927, 0)",2
"(895758773, 11216345, 0)",1
"(899279747, 11621598, 0)",1
"(899279747, 558350636, 0)",2
"(899279747, 899279750, 0)",1
"(899697840, 11216871, 0)",2
"(907205758, 375594612, 0)",1
"(907205758, 907206455, 0)",1
"(907205758, 2492272764, 0)",4
"(907206005, 254606431, 0)",2
"(907206628, 413102872, 0)",1
"(907206782, 907206933, 0)",1
"(907206800, 260580971, 0)",1
"(907206981, 26261642, 0)",2
"(907813386, 13807344, 0)",1
"(907813454, 907813536, 0)",1
"(907813506, 907813566, 0)",1
"(907813562, 2049640597, 0)",1
"(907823143, 935561002, 0)",2
"(908257637, 29581599, 0)",1
"(908257708, 908257725, 0)",1
"(908257936, 908257805, 0)",1
"(908257968, 908258252, 0)",1
"(908257968, 908258295, 0)",1
"(908258371, 908258268, 0)",1
"(920345262, 3228725211, 0)",2
"(920345606, 920345609, 0)",1
"(920345609, 21311101, 0)",1
"(920345798, 682082124, 0)",1
"(920345802, 3228725189, 0)",2
"(920345881, 920345879, 0)",1
"(920346429, 5469417392, 0)",1
"(920346673, 920346412, 0)",1
"(921219342, 1710698166, 0)",1
"(921219451, 921219670, 0)",1
"(921219550, 9832149, 0)",4
"(921219550, 921219670, 0)",2
"(921219638, 921219550, 0)",2
"(921220202, 59179454, 0)",2
"(921220219, 522977068, 0)",1
"(921220220, 921220224, 0)",1
"(921220241, 682082042, 0)",1
"(921220252, 3228725188, 0)",1
"(921231605, 414998754, 0)",1
"(921231644, 9025073905, 0)",2
"(921237858, 3220966151, 0)",1
"(921237880, 9792881, 0)",1
"(921237931, 1640263062, 0)",1
"(921265743, 9405615106, 0)",11
"(921304609, 921304791, 0)",2
"(921304614, 921304609, 0)",1
"(921304717, 353911980, 0)",2
"(921304717, 921304791, 0)",1
"(921304791, 921304609, 0)",4
"(921305213, 32027595, 0)",1
"(921305214, 304899163, 0)",2
"(921345570, 10457581, 0)",2
"(921345571, 921345570, 0)",1
"(921345585, 1601134691, 0)",1
"(921345591, 41338240, 0)",3
"(921345591, 921345588, 0)",1
"(921345623, 921345625, 0)",1
"(921345624, 21099328, 0)",1
"(921362336, 1164555555, 0)",3
"(921362364, 921362439, 0)",1
"(921362439, 921362328, 0)",1
"(921362473, 21310048, 0)",4
"(921362477, 21099213, 0)",1
"(921362487, 21310048, 0)",1
"(921362528, 921362328, 0)",1
"(921362640, 921362637, 0)",1
"(935450823, 27464991, 0)",1
"(935560937, 935560987, 0)",1
"(935560937, 935615290, 0)",1
"(935561002, 907823143, 0)",1
"(935615219, 935615167, 0)",1
"(935615248, 1614128628, 0)",1
"(935615348, 935630503, 0)",1
"(935615518, 935666127, 0)",1
"(935630493, 935630652, 0)",2
"(935630503, 935615348, 0)",1
"(935630503, 935630652, 0)",7
"(935630572, 935630550, 0)",1
"(935630642, 935630652, 0)",2
"(935630644, 13807323, 0)",3
"(935630652, 935630503, 0)",4
"(935630652, 935630642, 0)",1
"(935666035, 935665805, 0)",1
"(935666332, 935630644, 0)",1
"(935666368, 13807328, 0)",1
"(935666445, 248044862, 0)",1
"(936454099, 936454092, 0)",1
"(936511434, 937018685, 0)",1
"(936511464, 936482685, 0)",1
"(936541897, 936542445, 0)",1
"(936541946, 1614031292, 0)",1
"(936542445, 2020021066, 0)",2
"(937018470, 4030254376, 0)",1
"(937018542, 535217809, 0)",1
"(937018602, 10389322, 0)",1
"(937018610, 1943729290, 0)",1
"(937018636, 937018641, 0)",1
"(937018685, 21133394, 0)",2
"(937018685, 936511434, 0)",1
"(937018685, 938600367, 0)",2
"(937634481, 937634501, 0)",1
"(937634481, 937769987, 0)",1
"(937634497, 937634522, 0)",1
"(937634504, 689496672, 0)",5
"(937634504, 937769987, 0)",1
"(937634504, 940151991, 0)",1
"(937634521, 10439687, 0)",4
"(937636435, 689494899, 0)",1
"(937636435, 938518459, 0)",1
"(937636438, 5538974599, 0)",1
"(937636447, 689496672, 0)",1
"(937636458, 937636459, 0)",1
"(937769816, 937770986, 0)",1
"(937769816, 970965702, 0)",1
"(937769987, 937769954, 0)",1
"(937770134, 937770219, 0)",2
"(937770266, 689492534, 0)",1
"(937770266, 937770247, 0)",1
"(937770512, 937770617, 0)",1
"(937770531, 937770336, 0)",1
"(937770572, 4794735150, 0)",1
"(937770638, 937770645, 0)",1
"(937770725, 689495618, 0)",1
"(937770725, 964738282, 0)",1
"(937770804, 5413377552, 0)",1
"(937770851, 937770828, 0)",1
"(937770856, 689494899, 0)",1
"(938226448, 26308107, 0)",2
"(938226448, 9966939547, 0)",2
"(938315428, 938315429, 0)",1
"(938315470, 939206860, 0)",2
"(938315470, 4394809609, 0)",2
"(938315502, 690059106, 0)",1
"(938315526, 938315526, 0)",1
"(938315565, 938315566, 0)",1
"(938315578, 689493578, 0)",1
"(938315608, 938315566, 0)",1
"(938315640, 938315659, 0)",1
"(938315683, 30820317, 0)",3
"(938315759, 26662878, 0)",1
"(938315779, 5222341875, 0)",1
"(938518459, 938518531, 0)",1
"(938518586, 21099368, 0)",4
"(938518797, 4470682777, 0)",1
"(938528653, 20979530, 0)",1
"(938600283, 9966939547, 0)",1
"(938600298, 493683520, 0)",1
"(938600301, 938600328, 0)",1
"(938600309, 26308110, 0)",1
"(938600328, 409097461, 0)",4
"(938600328, 938600301, 0)",1
"(938600331, 938600297, 0)",1
"(938600331, 938600337, 0)",1
"(938600348, 937018641, 0)",1
"(939202379, 49986321, 0)",1
"(939202488, 6201870354, 0)",1
"(939206815, 939206820, 0)",2
"(939206839, 938315470, 0)",5
"(939206860, 938315470, 0)",2
"(939233721, 689437393, 0)",1
"(939233728, 939233687, 0)",1
"(939233757, 939233755, 0)",1
"(940078254, 940078261, 0)",1
"(940096581, 248495594, 0)",1
"(940151991, 937634504, 0)",2
"(940152253, 26664528, 0)",3
"(940152253, 964738252, 0)",1
"(940194282, 940194284, 0)",1
"(940194303, 940194311, 0)",1
"(940194311, 940194303, 0)",1
"(940194558, 690384733, 0)",1
"(940194632, 940194021, 0)",1
"(940194703, 940194042, 0)",1
"(940194761, 940194756, 0)",1
"(940194803, 940194806, 0)",1
"(940194806, 940194811, 0)",1
"(940194890, 940194843, 0)",1
"(940209394, 940209763, 0)",1
"(940209402, 940209398, 1)",1
"(940209417, 940209783, 0)",1
"(940209654, 940209464, 0)",1
"(940209726, 940209746, 0)",1
"(940209726, 940209949, 0)",2
"(940209726, 1056671899, 0)",2
"(940209867, 940209949, 0)",1
"(940209949, 940209726, 0)",2
"(940209949, 940209867, 0)",1
"(940354790, 6627625840, 0)",1
"(940354793, 3466739, 0)",1
"(940394084, 937770417, 0)",1
"(940394285, 940394067, 0)",1
"(940395337, 940395356, 0)",1
"(955003902, 611057, 0)",1
"(955003902, 1606959387, 0)",1
"(957980017, 957980053, 0)",1
"(957997234, 957998117, 1)",1
"(957998102, 957998472, 0)",1
"(957998118, 31941613, 0)",1
"(957998436, 31942218, 0)",1
"(957998472, 957998102, 0)",1
"(957999872, 31941361, 0)",1
"(958000240, 958000248, 0)",1
"(958000248, 958000240, 0)",1
"(958000707, 31941134, 0)",3
"(958000745, 958000966, 0)",1
"(958000970, 690030104, 0)",1
"(958004366, 689478541, 0)",3
"(958008583, 958008585, 0)",1
"(958008950, 958009073, 0)",1
"(960635543, 982573835, 0)",1
"(963593317, 9237472, 0)",1
"(964738252, 21099365, 0)",3
"(964738252, 940152253, 0)",1
"(964738286, 937770357, 0)",1
"(964755768, 964755830, 0)",2
"(964755775, 964755779, 0)",2
"(964755809, 964755813, 0)",1
"(964755814, 964755836, 0)",1
"(964755832, 964755836, 0)",1
"(964755884, 964755886, 0)",1
"(964755884, 964755988, 0)",4
"(964755886, 964755884, 0)",1
"(964755886, 964780629, 0)",4
"(964755988, 964755886, 0)",4
"(964756305, 964768038, 0)",1
"(964766680, 5041814634, 0)",1
"(964768038, 2009456058, 0)",5
"(964775712, 26293586, 0)",1
"(964779462, 964755992, 0)",2
"(964779800, 964779462, 0)",4
"(964780176, 964780177, 0)",1
"(964781978, 250751937, 0)",1
"(964785257, 964784640, 0)",1
"(964785259, 964785257, 0)",2
"(964788876, 964796144, 0)",1
"(964790915, 442711682, 0)",1
"(964790915, 2007215552, 0)",2
"(964791465, 964791633, 0)",2
"(964791633, 964791465, 0)",1
"(964796144, 964788876, 0)",1
"(964798482, 938518708, 0)",1
"(964802478, 964801415, 0)",1
"(964805897, 249621263, 0)",1
"(964805897, 964805900, 0)",2
"(964805900, 49511850, 0)",1
"(964805900, 49511911, 0)",1
"(964808214, 10455768, 0)",4
"(964808297, 964814735, 0)",1
"(964808386, 245505838, 0)",1
"(964808488, 982373620, 0)",1
"(964808563, 249619873, 0)",1
"(964808563, 964815279, 0)",1
"(964808563, 964815298, 0)",1
"(964808748, 245505840, 0)",1
"(964808941, 245494342, 0)",1
"(964808986, 249619864, 0)",1
"(964809040, 245495723, 0)",1
"(964809040, 982373677, 0)",2
"(964809580, 245505836, 0)",1
"(964809580, 964814461, 0)",1
"(964810673, 964811583, 0)",1
"(964810673, 964812045, 0)",1
"(964810674, 10455742, 0)",3
"(964811582, 964811583, 0)",3
"(964811582, 964812891, 0)",6
"(964811583, 964810674, 0)",3
"(964811998, 245494232, 0)",3
"(964812045, 964811583, 0)",5
"(964812045, 964814444, 0)",1
"(964813770, 245494227, 0)",1
"(964813771, 245494207, 0)",1
"(964813771, 245494233, 0)",2
"(964813785, 964813697, 0)",1
"(964813831, 245494227, 0)",1
"(964813895, 245494214, 0)",1
"(964814245, 8978484482, 0)",1
"(964814314, 964814340, 0)",2
"(964814340, 964814964, 0)",1
"(964814340, 964815101, 0)",1
"(964814342, 1601644698, 0)",4
"(964814444, 964812045, 0)",2
"(964814444, 964814461, 0)",1
"(964814461, 964814444, 0)",1
"(964814547, 964814410, 0)",1
"(964814647, 964814566, 0)",1
"(964814650, 964814939, 0)",3
"(964814893, 245505838, 0)",1
"(964814895, 964815040, 0)",3
"(964814964, 964814650, 0)",1
"(964814964, 964814906, 0)",1
"(964815101, 964815124, 0)",1
"(964815124, 245494217, 0)",2
"(964815190, 245495717, 0)",1
"(964815210, 964815298, 0)",1
"(964815279, 964808563, 0)",1
"(964815298, 964815210, 0)",1
"(964815298, 964815381, 0)",2
"(964815432, 964808563, 0)",3
"(964815876, 964813905, 0)",1
"(964815892, 964815896, 0)",1
"(964816025, 1906140881, 0)",1
"(964816026, 249803921, 0)",3
"(964816070, 10456853, 0)",4
"(964816070, 10456858, 0)",2
"(964816070, 249806222, 0)",1
"(964816079, 245495723, 0)",1
"(964816079, 245495726, 0)",1
"(964816089, 964808214, 0)",5
"(964816089, 964816093, 0)",2
"(964816093, 964816110, 0)",4
"(964816110, 964816707, 0)",2
"(964816136, 964816669, 0)",1
"(964816147, 2164672152, 0)",1
"(964816224, 10456858, 0)",2
"(964816224, 964816824, 0)",1
"(964816317, 10456833, 0)",12
"(964816317, 964816287, 0)",2
"(964816503, 964816224, 0)",2
"(964816662, 1627024195, 0)",1
"(964816665, 9270563902, 0)",1
"(964816668, 964816665, 0)",2
"(964816824, 964816224, 0)",1
"(964816825, 964816665, 0)",1
"(964816828, 964817316, 0)",1
"(964817163, 1627024196, 0)",4
"(964817181, 964825374, 0)",1
"(964817181, 1627024196, 0)",4
"(964817416, 249813617, 0)",1
"(964817540, 964805897, 0)",3
"(964817540, 9270563915, 0)",1
"(964817546, 31938630, 0)",1
"(964817546, 249619868, 0)",1
"(964817721, 964817810, 0)",2
"(964818488, 964818435, 0)",1
"(964818586, 964818435, 0)",1
"(964818805, 245494342, 0)",2
"(964818812, 964818805, 0)",1
"(964818933, 249809804, 0)",1
"(964818998, 249810446, 0)",2
"(964819075, 7603256654, 0)",1
"(964819272, 249614550, 0)",1
"(964821733, 249617610, 0)",1
"(964822569, 245505909, 0)",1
"(964822573, 245505911, 0)",3
"(964822573, 249808729, 0)",1
"(964822578, 479256267, 0)",1
"(964822578, 982345901, 0)",1
"(964822721, 982345915, 0)",1
"(964822721, 982345940, 0)",2
"(964822849, 690763215, 0)",1
"(964822886, 964822884, 0)",1
"(964822916, 245505843, 0)",1
"(964822917, 245505842, 0)",1
"(964822917, 245505844, 0)",1
"(964823751, 245505904, 0)",1
"(964823791, 964823823, 0)",1
"(964823792, 964823788, 0)",1
"(964823823, 964822578, 0)",1
"(964823842, 964823881, 0)",2
"(964823881, 245505911, 0)",1
"(964823881, 964823823, 0)",1
"(964825257, 249810443, 0)",1
"(964825374, 964817181, 0)",1
"(964825376, 249810446, 0)",1
"(964825376, 964825287, 0)",1
"(964857145, 964857149, 0)",1
"(964857149, 88889733, 0)",1
"(964857283, 964857478, 0)",1
"(964857380, 964857145, 0)",1
"(964857380, 964857370, 0)",1
"(964880790, 964880873, 0)",1
"(964880790, 2098957058, 0)",6
"(967789539, 250164019, 0)",1
"(970965702, 6352996732, 0)",7
"(973581228, 973581241, 0)",1
"(973581241, 31940401, 0)",1
"(973581243, 1626562879, 0)",1
"(973581254, 6528192733, 0)",1
"(973581278, 689443788, 0)",1
"(973581284, 3468704, 0)",3
"(973581292, 973581296, 0)",1
"(973581303, 973581307, 0)",1
"(973581305, 973581398, 0)",1
"(973581309, 973581307, 0)",1
"(973581366, 689443815, 0)",1
"(973581366, 973581395, 1)",1
"(973581403, 973581292, 0)",1
"(973581410, 973581418, 0)",1
"(973581464, 31940624, 0)",1
"(973595166, 973595173, 1)",1
"(973595176, 245504892, 0)",2
"(973595176, 245504894, 0)",3
"(973595183, 690277730, 0)",2
"(973595211, 690280499, 0)",1
"(973595217, 690280497, 0)",2
"(973595218, 789666615, 0)",2
"(973595229, 973595211, 0)",1
"(973595303, 690274662, 0)",1
"(973595305, 245508541, 0)",1
"(973595315, 250735991, 0)",1
"(973595317, 973595320, 0)",1
"(973595320, 2045077050, 0)",2
"(973613416, 5200545619, 0)",1
"(973658732, 31941134, 0)",1
"(973658738, 973658736, 0)",1
"(973658851, 689437393, 0)",1
"(974458714, 30820352, 0)",1
"(974465419, 7063672097, 0)",1
"(975859232, 4416898226, 0)",4
"(975859315, 479092189, 0)",1
"(975859319, 479155571, 0)",2
"(975859338, 4569657967, 0)",1
"(982345888, 982345889, 0)",1
"(982345892, 982345890, 0)",1
"(982345915, 964822721, 0)",1
"(982346093, 982346086, 0)",1
"(982373577, 982373631, 0)",1
"(982373676, 982373677, 0)",1
"(982373677, 964808488, 0)",2
"(982373677, 964809040, 0)",1
"(982486222, 982345886, 0)",1
"(982486561, 245505839, 0)",1
"(982486562, 245505837, 0)",1
"(982486586, 245505841, 0)",1
"(982506849, 272105960, 0)",4
"(982506873, 479156985, 0)",1
"(982573796, 982573836, 0)",1
"(982573835, 982573860, 0)",2
"(982573836, 2044511405, 0)",2
"(982573845, 982573840, 0)",1
"(982573845, 982573928, 0)",4
"(982573860, 982573835, 0)",2
"(982573864, 10456828, 0)",1
"(982573864, 982573875, 0)",1
"(982573875, 982573864, 0)",2
"(982573924, 10456833, 0)",3
"(982573928, 249813618, 0)",1
"(982573928, 982573875, 0)",2
"(982574035, 982486562, 0)",1
"(982574037, 982574039, 0)",1
"(982574039, 690763215, 0)",1
"(982574095, 34852816, 0)",1
"(982574185, 982574175, 0)",1
"(982574196, 31938976, 0)",2
"(982574196, 6255370639, 0)",1
"(982574201, 245504927, 0)",4
"(982574205, 714231310, 0)",1
"(982574205, 982574201, 0)",1
"(982575494, 690280949, 0)",1
"(982575503, 982574204, 0)",1
"(982575528, 9159006956, 0)",1
"(982576339, 52690521, 0)",5
"(982576339, 8147788315, 0)",1
"(982576347, 982576364, 0)",1
"(982576347, 982576511, 0)",1
"(982576365, 245494258, 0)",1
"(982576482, 49981335, 0)",2
"(982576508, 52690568, 0)",1
"(982576508, 982576506, 0)",1
"(982576508, 1600452842, 0)",2
"(982576510, 982576511, 0)",2
"(982576511, 52690792, 0)",5
"(982576511, 249802003, 0)",1
"(982576511, 982576347, 0)",1
"(982576511, 982576510, 0)",1
"(982576564, 52690520, 0)",1
"(982576603, 714160796, 0)",1
"(982576617, 714160796, 0)",1
"(982576903, 248497500, 0)",2
"(982576926, 888550251, 0)",2
"(982576926, 982576924, 0)",1
"(982576939, 248497602, 0)",2
"(982576940, 982576932, 0)",1
"(982577600, 245494210, 0)",1
"(982577678, 245494245, 0)",1
"(982577680, 982577678, 0)",1
"(982583996, 250636674, 0)",2
"(989067276, 49981286, 0)",2
"(993673491, 5355637670, 0)",5
"(993673493, 18667981, 0)",3
"(993673493, 993673491, 0)",1
"(993673517, 18667981, 0)",6
"(994389474, 258337497, 0)",1
"(994389474, 3852479827, 0)",1
"(1005344373, 472373659, 0)",1
"(1018146710, 690045275, 0)",1
"(1018184533, 1018184532, 0)",1
"(1020147766, 27563108, 0)",1
"(1020737722, 9823016, 0)",1
"(1022399438, 20939441, 0)",1
"(1022749752, 26661432, 0)",5
"(1023510396, 1557679835, 0)",1
"(1027324239, 6283246211, 0)",1
"(1029726009, 27791348, 0)",1
"(1029726009, 533718679, 0)",1
"(1036387237, 27297270, 0)",1
"(1043672110, 1043672005, 0)",1
"(1043750607, 1043750524, 0)",1
"(1043750628, 304470472, 0)",1
"(1043750668, 41338376, 0)",1
"(1043750758, 54139312, 0)",1
"(1043905311, 1043905539, 0)",1
"(1043905818, 382692637, 0)",1
"(1043905864, 1043905769, 0)",1
"(1045577622, 6445630447, 0)",1
"(1045577748, 1045577588, 0)",1
"(1045762898, 1045762936, 0)",1
"(1050059097, 49539532, 0)",1
"(1050107126, 180338972, 0)",1
"(1050107182, 250327377, 0)",2
"(1050107288, 245495355, 0)",1
"(1050154684, 1050180509, 0)",1
"(1050180452, 1050154684, 0)",1
"(1050180574, 180338994, 0)",2
"(1054924544, 27493032, 0)",1
"(1056516201, 10388557, 0)",1
"(1056516242, 4937467844, 0)",1
"(1056575616, 7489436081, 0)",2
"(1056671899, 250751934, 0)",1
"(1056671899, 940209726, 0)",3
"(1056671962, 8688924880, 0)",3
"(1056672060, 1056672076, 0)",1
"(1056672062, 3468517, 0)",2
"(1056672081, 3468343, 0)",2
"(1056678307, 2377558029, 0)",1
"(1056946880, 5041460469, 0)",8
"(1056977529, 4551549347, 0)",1
"(1056977613, 86039969, 0)",2
