road,Accidents
"(386246535, 3228725235, 0)",1
"(387186573, 443123928, 0)",3
"(387186573, 454086685, 0)",2
"(387350840, 21458272, 0)",3
"(387350840, 21458280, 0)",1
"(387350840, 30803725, 0)",2
"(387457719, 452140176, 0)",1
"(387457721, 1284137050, 0)",1
"(387900669, 1673994318, 0)",2
"(388059595, 9101610384, 0)",5
"(388059605, 250079536, 0)",1
"(388059654, 250079536, 0)",2
"(388069939, 9101610391, 0)",1
"(388183027, 1716357451, 0)",1
"(388183039, 388183040, 0)",1
"(388183040, 1642869260, 0)",1
"(388183057, 1596692821, 0)",2
"(388183064, 137821214, 0)",3
"(388183070, 250081571, 0)",2
"(388183075, 388183070, 0)",2
"(388183075, 414998663, 0)",1
"(389460076, 26678605, 0)",1
"(389460076, 389460143, 0)",1
"(389460124, 389460126, 0)",1
"(389460143, 389460126, 0)",1
"(389460187, 389460201, 0)",1
"(389460188, 389460092, 0)",1
"(389485381, 942439910, 0)",2
"(389950420, 26667935, 0)",1
"(389950434, 30860580, 0)",1
"(389950434, 410494842, 0)",1
"(389950435, 32050832, 0)",2
"(389950440, 9832042, 0)",4
"(389950443, 26668039, 0)",1
"(389950444, 389950443, 0)",1
"(389950446, 26667946, 0)",1
"(389950465, 389950448, 0)",1
"(389950470, 389950474, 0)",1
"(389950479, 5761185372, 0)",1
"(389950638, 389950452, 0)",1
"(389950639, 410350743, 0)",1
"(389950744, 26667976, 0)",1
"(390284966, 390284847, 0)",2
"(390284966, 390284865, 0)",1
"(390284969, 390284865, 0)",1
"(390284988, 390284986, 0)",1
"(390285045, 6055698245, 0)",1
"(390285107, 390285103, 0)",1
"(390285130, 1706434508, 0)",1
"(390520630, 26668010, 0)",1
"(390520632, 390520630, 0)",1
"(390942215, 390942216, 0)",1
"(391301706, 250079509, 0)",1
"(391301711, 391301710, 0)",1
"(391624921, 26668057, 0)",1
"(391624964, 26667987, 0)",1
"(391625005, 26668049, 0)",1
"(391625061, 391625086, 0)",1
"(391625086, 391625097, 0)",1
"(391625125, 392123147, 0)",1
"(391625152, 31933269, 0)",1
"(392007320, 392007324, 0)",1
"(392007329, 250074089, 0)",1
"(392007331, 392007333, 0)",1
"(392007359, 392007366, 0)",1
"(392007360, 392007359, 0)",1
"(392007362, 30860791, 0)",4
"(392007366, 392007362, 0)",1
"(392007366, 2252668399, 0)",1
"(392047385, 250079532, 0)",1
"(392047413, 59179430, 0)",1
"(392097264, 18485917, 0)",6
"(392097264, 386257588, 0)",1
"(392123052, 392123053, 0)",1
"(392123053, 410102459, 0)",3
"(392123058, 392123059, 0)",1
"(392123059, 9992368214, 0)",3
"(392123060, 9832105, 0)",2
"(392123060, 26665090, 0)",2
"(392123070, 392123082, 0)",2
"(392123154, 393344811, 0)",3
"(392388605, 6592118572, 0)",1
"(392388605, 7137520210, 0)",3
"(393226551, 393226554, 0)",1
"(393226676, 393226675, 0)",1
"(393344781, 9832088, 0)",1
"(393344814, 393344812, 0)",1
"(393344819, 393344814, 0)",1
"(393344827, 9832088, 0)",1
"(393344838, 393344842, 0)",2
"(393344843, 393344858, 0)",1
"(393344848, 393344843, 0)",2
"(393344928, 393344882, 0)",3
"(393344997, 393344992, 0)",1
"(393873870, 393873878, 0)",1
"(394917336, 395478119, 0)",1
"(394925848, 392123140, 0)",2
"(394947724, 394947725, 0)",1
"(395455576, 410350911, 0)",1
"(395469494, 249813619, 0)",9
"(395469503, 52162276, 0)",5
"(395471672, 249813619, 0)",1
"(395476920, 395480016, 0)",1
"(395480016, 395476920, 0)",2
"(395483415, 395486413, 0)",5
"(395483415, 1296600463, 0)",1
"(395483565, 395483461, 0)",1
"(395483565, 1296600463, 0)",1
"(395486413, 249332933, 0)",3
"(395486413, 249614209, 0)",1
"(395497002, 249319325, 0)",1
"(395500549, 249621265, 0)",1
"(395500549, 395500548, 0)",2
"(395500549, 395502405, 0)",1
"(395524428, 272096961, 0)",1
"(395524428, 395524443, 0)",1
"(395562441, 395562447, 0)",2
"(395562444, 395562448, 0)",2
"(395562447, 395562441, 0)",1
"(395562448, 395562444, 0)",1
"(395562448, 395562455, 0)",1
"(395562466, 395562438, 0)",2
"(395562466, 395562441, 0)",1
"(395562466, 395562476, 0)",1
"(395562476, 395562482, 0)",1
"(395562493, 249617600, 0)",1
"(395562498, 395562493, 0)",1
"(401323253, 401323257, 0)",1
"(401323260, 401323257, 0)",1
"(401323260, 401323267, 0)",1
"(401323267, 1897167713, 0)",1
"(401323270, 401323267, 0)",3
"(401323280, 401323298, 0)",1
"(401323319, 401323318, 0)",1
"(401323321, 401323319, 0)",1
"(401323330, 401323305, 0)",1
"(401348987, 21099197, 0)",2
"(401349012, 401349029, 0)",1
"(401349026, 401349120, 0)",1
"(401349080, 401349035, 0)",2
"(401349091, 401349098, 0)",1
"(401349120, 401349118, 0)",1
"(401769689, 401769703, 0)",1
"(401769874, 401769846, 0)",1
"(401769876, 401769879, 0)",1
"(401769946, 355703831, 0)",1
"(401769957, 401769960, 0)",1
"(401769960, 401769957, 0)",2
"(401770007, 401770009, 0)",2
"(401770085, 401770071, 0)",1
"(401770208, 11664982661, 0)",1
"(402813104, 2872489836, 0)",1
"(402813275, 26670139, 0)",1
"(402813611, 272007559, 0)",1
"(402972665, 269183161, 0)",1
"(402972685, 402973280, 0)",1
"(402972738, 402973255, 0)",1
"(402972771, 402972800, 0)",1
"(402972800, 402973228, 0)",1
"(402972833, 402972980, 0)",2
"(402972859, 9782915, 0)",1
"(402972859, 1599661250, 0)",12
"(402972980, 9782924, 0)",7
"(402973280, 402972685, 0)",1
"(403097006, 507896164, 0)",2
"(403097019, 21099197, 0)",3
"(403097019, 5187908032, 0)",5
"(403097021, 403097019, 0)",1
"(403097253, 401349027, 0)",1
"(403305511, 403305530, 0)",1
"(403305518, 1590545560, 0)",1
"(403305525, 1986902830, 0)",1
"(403305530, 1379104173, 0)",3
"(405211380, 250074094, 0)",1
"(405211382, 250074096, 0)",1
"(405211383, 405211381, 0)",1
"(405435077, 522977029, 0)",1
"(409097469, 1986238563, 0)",1
"(410102318, 26665087, 0)",1
"(410102318, 414998826, 0)",1
"(410102430, 20978314, 0)",1
"(410102471, 410102475, 0)",1
"(410102484, 410102490, 0)",1
"(410102502, 26665103, 0)",1
"(410102563, 26665066, 0)",1
"(410102633, 410102635, 0)",1
"(410102670, 410102663, 0)",1
"(410102680, 410102679, 0)",2
"(410102682, 410102680, 0)",1
"(410102697, 410102698, 0)",1
"(410102698, 410102705, 0)",2
"(410102698, 6052302513, 0)",1
"(410102698, 6052302518, 0)",1
"(410102701, 410102702, 0)",1
"(410102702, 410102701, 0)",1
"(410102705, 410102698, 0)",1
"(410109050, 5882444710, 0)",1
"(410350742, 410350748, 0)",1
"(410350747, 30860592, 0)",1
"(410350748, 30860610, 0)",1
"(410350770, 410494962, 0)",1
"(410350824, 410102700, 0)",1
"(410350830, 410350831, 0)",1
"(410350850, 410350848, 0)",2
"(410350850, 5718804083, 0)",2
"(410350904, 410350907, 0)",1
"(410350907, 410350904, 0)",1
"(410350907, 410350908, 0)",1
"(410350911, 410350908, 0)",1
"(410350969, 410102702, 0)",1
"(410494828, 410494951, 0)",1
"(410494834, 410494838, 0)",1
"(410494837, 410494826, 0)",1
"(410494838, 410494841, 0)",1
"(410494841, 410494854, 0)",1
"(410494866, 410494817, 0)",1
"(410494872, 9832065, 0)",1
"(410494872, 9832068, 0)",1
"(410494892, 410494815, 0)",3
"(410494905, 410102682, 0)",1
"(410494905, 410494927, 0)",1
"(410494933, 410494923, 0)",1
"(410494945, 410350969, 0)",1
"(410494951, 410102706, 0)",2
"(410495045, 412303229, 0)",1
"(410495098, 410495097, 0)",1
"(410947891, 410968357, 0)",1
"(411901815, 411901881, 0)",1
"(411901818, 411901827, 0)",1
"(411901899, 411901818, 0)",1
"(411901917, 411901817, 0)",1
"(412281801, 9781796, 0)",1
"(412281801, 1595413097, 0)",2
"(412303070, 412303075, 0)",1
"(412303071, 59179720, 0)",1
"(412303113, 412303115, 0)",1
"(412303120, 345816537, 0)",3
"(412303121, 734936815, 0)",2
"(412303127, 412303113, 0)",1
"(412303147, 345816537, 0)",1
"(412303147, 7904956114, 0)",1
"(412303149, 412303151, 0)",1
"(412303153, 412303156, 0)",1
"(412303156, 412303159, 0)",1
"(412303211, 412303201, 0)",1
"(412303219, 412303220, 0)",1
"(412303219, 5760428457, 0)",1
"(412303219, 9231170040, 0)",1
"(413102866, 254606614, 0)",1
"(413102866, 413102872, 0)",1
"(413102872, 413102866, 0)",1
"(413102898, 448461216, 0)",1
"(413252709, 9594014, 0)",1
"(413252711, 247782201, 0)",4
"(413252711, 247782279, 0)",1
"(413272459, 410968356, 0)",1
"(413272459, 413272613, 0)",1
"(413272531, 300706732, 0)",1
"(413272613, 300706732, 0)",1
"(413272682, 7815092456, 0)",1
"(413272804, 413408851, 0)",1
"(413272813, 413408851, 0)",1
"(413272846, 401769955, 0)",1
"(413272959, 21473557, 0)",1
"(413272959, 60039428, 0)",1
"(413408990, 300557654, 0)",3
"(413409013, 3925917591, 1)",1
"(413409029, 300557658, 0)",6
"(413409029, 300706712, 0)",4
"(413571512, 411901816, 0)",1
"(413571568, 413571668, 0)",1
"(413571568, 4899790177, 0)",1
"(414998639, 388183027, 0)",3
"(414998663, 388183075, 0)",1
"(414998686, 414998689, 0)",1
"(414998724, 414998726, 0)",1
"(414998724, 414998867, 0)",1
"(414998826, 410102318, 0)",1
"(414998865, 414998867, 0)",1
"(414998879, 414998880, 0)",1
"(414999611, 9101610391, 0)",1
"(415002726, 6294553362, 0)",1
"(415002736, 9594946, 0)",6
"(415332342, 964738252, 0)",1
"(415464458, 20977001, 0)",1
"(415464458, 370075323, 0)",1
"(415464490, 415464594, 0)",1
"(416882778, 1899034743, 0)",1
"(417962037, 693004282, 0)",1
"(428936498, 430953158, 0)",1
"(428936498, 5186576818, 0)",3
"(428961851, 428961813, 0)",2
"(428961949, 22417438, 0)",1
"(428961949, 22417484, 0)",1
"(429367046, 289721105, 0)",1
"(429367065, 356073996, 0)",1
"(429367092, 429367097, 0)",1
"(429367097, 21473566, 0)",1
"(429367111, 22417543, 0)",1
"(429367114, 356074133, 0)",1
"(429367136, 6484568979, 0)",1
"(429367149, 354621166, 0)",2
"(429367166, 429367168, 0)",1
"(429747046, 1943723886, 0)",1
"(429747047, 1162285017, 0)",1
"(429747047, 1623940764, 0)",1
"(429769189, 356073974, 0)",1
"(429826919, 356074084, 0)",2
"(429826997, 356074084, 0)",2
"(429827024, 5228473716, 0)",1
"(429827036, 21473557, 0)",1
"(429827036, 429826967, 0)",1
"(430952899, 9784608, 0)",2
"(430952991, 430953003, 0)",1
"(430953002, 1590434280, 0)",1
"(430953027, 430953101, 0)",1
"(430953071, 430953077, 0)",1
"(430953101, 21122877, 0)",2
"(430953158, 430953163, 0)",1
"(430953158, 2719917260, 0)",2
"(433857845, 682082250, 0)",2
"(433857845, 920346476, 0)",1
"(433857878, 5712863051, 0)",1
"(435187149, 391301688, 0)",1
"(441335095, 21473557, 0)",2
"(441335095, 356074057, 0)",1
"(441335185, 441335159, 0)",1
"(441335188, 441335773, 0)",1
"(441335197, 444622452, 0)",1
"(441335207, 441335197, 0)",1
"(441335210, 60039468, 0)",1
"(441335252, 60039470, 0)",1
"(441335277, 441335272, 0)",1
"(441335294, 441335295, 0)",1
"(441335398, 441335577, 0)",1
"(441335458, 444622548, 0)",1
"(441335482, 249513872, 0)",1
"(441335702, 441335700, 0)",1
"(441335784, 444622980, 0)",1
"(441664562, 445819605, 0)",1
"(441942498, 441942508, 1)",1
"(441942554, 21310048, 0)",1
"(441942587, 21310050, 0)",1
"(441942620, 441942623, 0)",1
"(441942888, 21099204, 0)",2
"(441942888, 441942775, 0)",1
"(441942897, 21428174, 0)",1
"(441942917, 1590466276, 0)",1
"(441942932, 1590466299, 0)",2
"(442043969, 1951475940, 0)",1
"(442044644, 386013079, 0)",1
"(442044644, 386016031, 0)",1
"(442361164, 1590466247, 0)",1
"(442361188, 442361166, 0)",2
"(442515910, 4470682779, 0)",1
"(442977678, 442979480, 0)",1
"(442979480, 386013075, 0)",1
"(442979482, 8688763453, 0)",1
"(442979492, 442979488, 0)",1
"(442984603, 443123928, 0)",4
"(443012243, 249280994, 0)",2
"(443077362, 26642692, 0)",1
"(443114526, 443114529, 0)",1
"(443114531, 443114539, 0)",1
"(443114539, 443114531, 0)",1
"(443114539, 446294410, 0)",1
"(443123928, 87170660, 0)",2
"(443123928, 387186573, 0)",1
"(444622503, 444622437, 0)",1
"(444622503, 444623015, 0)",1
"(444622531, 444622532, 0)",1
"(444622532, 444622531, 0)",1
"(444622533, 297092578, 0)",1
"(444622546, 441335396, 0)",1
"(444622546, 444622542, 0)",1
"(444622553, 444622551, 0)",1
"(444622553, 8740545112, 0)",2
"(444622605, 1890112154, 0)",1
"(444622702, 60039489, 0)",1
"(444622758, 60039491, 0)",1
"(444622784, 444622942, 0)",1
"(444622797, 444622874, 0)",1
"(444622804, 60039511, 0)",1
"(444622842, 444622799, 0)",2
"(444622942, 444622766, 0)",1
"(444623006, 444623005, 0)",1
"(444623077, 31934094, 0)",1
"(444623077, 444623112, 0)",2
"(444623127, 444623112, 0)",1
"(444623127, 455594011, 0)",2
"(444623176, 444622976, 0)",2
"(445546514, 442716508, 0)",1
"(445818495, 250751969, 0)",1
"(445822032, 9445563346, 0)",1
"(446095207, 412281801, 0)",1
"(446095220, 446095408, 0)",1
"(446095223, 446095220, 0)",1
"(446292065, 446298871, 0)",1
"(446295571, 448707974, 0)",3
"(446295672, 10384103, 0)",1
"(446295672, 446295677, 0)",1
"(446298870, 442984603, 0)",2
"(448707652, 9817704779, 0)",1
"(448707831, 448708124, 0)",1
"(448707846, 448707842, 0)",1
"(448707966, 448707967, 0)",1
"(448707974, 1568381686, 0)",3
"(448708000, 448707967, 0)",2
"(448708182, 448708067, 0)",1
"(448708232, 9817704776, 0)",6
"(448708305, 448707831, 0)",1
"(448708327, 448708305, 0)",1
"(448708503, 455592827, 0)",1
"(448708558, 448708571, 0)",1
"(448708591, 448708626, 0)",1
"(448708611, 448708569, 0)",1
"(448708681, 455593527, 0)",1
"(449550922, 9975821100, 0)",1
"(450282956, 899279750, 0)",1
"(451651185, 30803725, 0)",3
"(451651186, 451651185, 0)",1
"(451961428, 452003063, 0)",1
"(451961428, 4363085339, 0)",1
"(451961449, 10384113, 0)",1
"(452003049, 498243908, 0)",6
"(452003063, 451961428, 0)",4
"(452140106, 356403582, 0)",3
"(452140106, 452140130, 0)",1
"(452140130, 452140106, 0)",3
"(452140192, 59179890, 0)",1
"(452140192, 506820654, 0)",2
"(452140225, 59179884, 0)",1
"(452140289, 452140174, 0)",1
"(452140295, 59179430, 0)",2
"(452140295, 59179694, 0)",1
"(452140296, 452140295, 0)",1
"(452140366, 59179430, 0)",3
"(452140369, 452140366, 0)",1
"(452140369, 921220225, 0)",1
"(452140381, 59179557, 0)",1
"(452140396, 356403582, 0)",1
"(452643852, 59989886, 0)",1
"(452643852, 452643855, 0)",1
"(452643855, 59989778, 0)",1
"(452643902, 452643910, 0)",1
"(452643910, 452643902, 0)",1
"(452643910, 452643952, 0)",1
"(452644036, 1518686692, 0)",1
"(452647669, 457646793, 0)",1
"(453392621, 30814892, 0)",2
"(453392621, 453392923, 0)",1
"(454086486, 454086685, 0)",1
"(454168807, 272105968, 0)",1
"(454169293, 4540842270, 0)",1
"(454375897, 21292907, 0)",1
"(455504957, 60624868, 0)",2
"(455592805, 31934400, 0)",1
"(455592823, 455592824, 0)",1
"(455592986, 455593909, 0)",1
"(455593094, 455593258, 0)",1
"(455593196, 249513872, 0)",1
"(455593368, 455592809, 0)",1
"(455593475, 31933860, 0)",2
"(455593478, 31934400, 0)",1
"(455593637, 455593635, 0)",1
"(455593709, 455593710, 0)",1
"(455593756, 455593709, 0)",1
"(455593793, 455593713, 0)",1
"(455593824, 3840901141, 0)",1
"(455593886, 455593899, 0)",1
"(455593915, 444622732, 0)",2
"(455593915, 455593925, 0)",1
"(455593977, 317610090, 0)",1
"(455594011, 444623127, 0)",1
"(455594038, 31933986, 0)",1
"(455594038, 455594036, 0)",1
"(455594057, 455594055, 0)",1
"(455594067, 31933986, 0)",1
"(455594210, 455594453, 0)",1
"(455594266, 456360824, 0)",1
"(455594312, 60039595, 0)",1
"(455594313, 60039595, 0)",1
"(455594393, 60039586, 1)",1
"(455594505, 60039552, 0)",1
"(455594566, 60039541, 0)",1
"(455594608, 455594629, 0)",1
"(456360824, 455594266, 0)",1
"(456361792, 456359716, 0)",1
"(456361794, 245516605, 0)",3
"(456361794, 456361792, 0)",2
"(457646650, 697173413, 0)",2
"(457646766, 498421661, 0)",1
"(457646766, 1707562981, 0)",1
"(457646799, 498422052, 0)",2
"(472347081, 272096839, 0)",4
"(472349927, 1056671945, 0)",1
"(472373659, 301279000, 0)",2
"(472373659, 6388296803, 0)",6
"(473246237, 375628105, 0)",1
"(473796819, 474056888, 0)",1
"(474056888, 249205796, 0)",1
"(474161191, 5833513321, 0)",1
"(474165820, 272096932, 0)",2
"(474165820, 474165818, 0)",2
"(474176313, 9793406, 0)",1
"(474201089, 5749166580, 0)",1
"(474665273, 5728993689, 0)",5
"(475403170, 975859312, 0)",1
"(475403170, 3166461943, 0)",1
"(475565351, 11217118, 0)",1
"(476582900, 245505922, 0)",3
"(476607287, 245508463, 0)",1
"(476607334, 689445181, 0)",1
"(476607334, 2045076917, 0)",1
"(476607343, 1640571004, 0)",1
"(476607354, 5435493255, 0)",1
"(476611120, 30814933, 0)",1
"(476611131, 940395337, 0)",1
"(476690685, 250634336, 0)",1
"(477303987, 477303988, 0)",1
"(477303999, 477304002, 0)",1
"(477310875, 477361474, 0)",5
"(477345187, 250634345, 0)",1
"(477345197, 250634349, 0)",1
"(477350345, 250634370, 0)",1
"(477350345, 6356940654, 0)",2
"(477361474, 476582901, 0)",1
"(477363502, 477363499, 0)",1
"(477374327, 477374329, 0)",1
"(477634227, 59179421, 0)",4
"(477634227, 9440308106, 0)",1
"(478754959, 31938380, 0)",3
"(478788323, 2467152978, 0)",1
"(478811446, 478930888, 0)",1
"(478846581, 273098413, 0)",1
"(478978565, 245516606, 0)",1
"(479088109, 964755884, 0)",1
"(479092189, 10439859, 0)",1
"(479092195, 479154194, 0)",1
"(479095416, 479158730, 0)",2
"(479155571, 975859232, 0)",2
"(479156985, 479158724, 0)",1
"(479158724, 479158725, 0)",1
"(479158725, 250636965, 0)",1
"(479158729, 982506869, 0)",1
"(479158729, 982506873, 0)",2
"(479158730, 250634363, 0)",2
"(479163539, 245505901, 0)",1
"(479164501, 250636808, 0)",1
"(479220316, 691635444, 0)",4
"(479256267, 964822578, 0)",2
"(479256276, 479256268, 0)",1
"(479744909, 479744908, 0)",1
"(479744909, 5666691606, 0)",1
"(479750704, 10456858, 0)",2
"(479750704, 2370866783, 0)",1
"(483446569, 59605299, 0)",1
"(495393700, 495393718, 0)",1
"(495393700, 2980934174, 0)",2
"(495393721, 9397514769, 0)",1
"(495393736, 50032518, 0)",1
"(495393736, 59850223, 0)",1
"(495393771, 2125804676, 0)",1
"(495969128, 21436381, 0)",5
"(495969128, 495969140, 0)",3
"(495969140, 21436375, 0)",1
"(496717813, 689497302, 0)",1
"(498243693, 498244426, 0)",1
"(498243908, 26308168, 0)",2
"(498421661, 457646766, 0)",1
"(498471962, 9787333, 0)",2
"(498472044, 5602440108, 0)",2
"(498472174, 26670300, 0)",1
"(498472174, 498472184, 0)",1
"(503088048, 11214618, 0)",1
"(506820654, 452140192, 0)",1
"(506820654, 1947392598, 0)",1
"(506820672, 10303928361, 0)",1
"(506820781, 506820789, 0)",1
"(506820854, 506820727, 0)",2
"(506820854, 506820810, 0)",1
"(507896164, 4528619450, 0)",1
"(507896434, 507896509, 0)",1
"(507896665, 734936807, 0)",1
"(507896665, 1296773761, 0)",1
"(512674823, 30987693, 0)",1
"(518142591, 59989755, 0)",1
"(522977012, 921220236, 0)",1
"(522977068, 405435077, 0)",1
"(522977072, 522977083, 0)",1
"(526171116, 31936587, 0)",1
"(529127830, 10438140, 0)",2
"(530768009, 530768008, 0)",1
"(534382296, 693008887, 0)",4
"(534382296, 693009457, 0)",1
"(534382400, 1513270630, 0)",6
"(534387130, 60631224, 0)",3
"(534432750, 1513270756, 0)",1
"(535085873, 1542565095, 0)",1
"(535217809, 21591199, 0)",6
"(535217809, 937018542, 0)",5
"(535218157, 937018498, 0)",1
"(551274768, 1940648282, 0)",3
"(558350636, 558348795, 0)",1
"(558350636, 899279747, 0)",3
"(559895351, 1940648282, 0)",2
"(559900109, 846855108, 0)",1
"(559900109, 1553879646, 0)",2
"(559900188, 1554240978, 0)",1
"(559900194, 1553793360, 0)",1
"(559921428, 30475528, 0)",2
"(559972663, 52639007, 0)",3
"(559972663, 2070242799, 0)",3
"(561428007, 712722881, 0)",1
"(561428007, 714089922, 0)",3
"(561428070, 245976448, 0)",1
"(569720432, 569720528, 0)",1
"(570592559, 570592567, 0)",1
"(570592561, 282062825, 0)",1
"(570592564, 570592562, 0)",1
"(570592587, 11216871, 0)",1
"(603326645, 11652687673, 0)",1
"(603326646, 248498739, 0)",1
"(603326655, 603330168, 0)",3
"(603326658, 9823983, 0)",1
"(603330168, 603326655, 0)",1
"(615942791, 615942790, 0)",2
"(615978081, 1569761300, 0)",1
"(616117505, 1623389437, 0)",1
"(625953397, 625964277, 0)",1
"(625964278, 1948133832, 0)",1
"(637919515, 26659799, 0)",1
"(647387973, 1950773457, 0)",1
"(647388815, 1578565342, 0)",7
"(647391645, 52634258, 0)",1
"(647391645, 1618694561, 0)",2
"(659971029, 1022749752, 0)",1
"(659985459, 643851, 0)",2
"(659985459, 1606959380, 0)",4
"(664061585, 20939583, 0)",2
"(664210230, 1377189433, 0)",1
"(664212051, 21069423, 0)",3
"(676667973, 1999389957, 0)",1
"(676667986, 29057193, 0)",1
"(682081738, 250070895, 0)",1
"(682081842, 250070927, 0)",1
"(682081905, 9839320406, 0)",1
"(682082035, 250070854, 0)",1
"(682082042, 921220241, 0)",1
"(682082093, 682082064, 0)",1
"(682082122, 22416125, 0)",3
"(682082160, 682082166, 0)",1
"(682082233, 22416257, 0)",6
"(682082233, 356403588, 0)",2
"(682082245, 682082250, 0)",1
"(682082245, 5712863051, 0)",1
"(682082250, 682082245, 0)",1
"(682082250, 683271081, 0)",1
"(682264890, 643914, 0)",4
"(682264890, 26661423, 0)",1
"(685970596, 908257715, 0)",1
"(687063445, 21099285, 0)",3
"(687077612, 10390223, 0)",1
"(689432784, 689438442, 0)",1
"(689443788, 3468361, 0)",2
"(689445187, 689445184, 0)",1
"(689445187, 689468683, 0)",1
"(689445187, 1607337179, 0)",1
"(689445199, 689469380, 0)",3
"(689445199, 940152253, 0)",1
"(689445199, 1607337166, 0)",1
"(689445201, 689445202, 0)",1
"(689448030, 689448028, 0)",1
"(689448034, 689448036, 0)",1
"(689468658, 1607336978, 0)",1
"(689468671, 2045076903, 0)",1
"(689471250, 689448036, 0)",1
"(689478541, 958004366, 0)",1
"(689478686, 689470595, 0)",1
"(689487393, 689487688, 0)",1
"(689487688, 34851259, 0)",2
"(689487916, 690384733, 0)",1
"(689489451, 940194871, 0)",1
"(689489459, 937769868, 0)",1
"(689492531, 937770797, 0)",1
"(689492534, 937770266, 0)",1
"(689494899, 2013005703, 0)",2
"(689495620, 937634522, 0)",1
"(689496671, 957980053, 0)",1
"(689497293, 689497295, 0)",1
"(689497302, 937634496, 0)",1
"(690032710, 973581211, 0)",1
"(690034172, 690623910, 0)",1
"(690041816, 30814890, 0)",1
"(690045231, 1018146710, 0)",1
"(690045549, 690046320, 0)",1
"(690046320, 690045549, 0)",1
"(690046320, 938315463, 0)",1
"(690047355, 26662873, 0)",1
"(690047355, 690052123, 0)",1
"(690052123, 4474326837, 0)",5
"(690059296, 938315611, 0)",2
"(690059296, 2013005569, 0)",1
"(690262516, 6549437009, 0)",3
"(690262739, 690262827, 0)",1
"(690262949, 26662896, 0)",1
"(690262949, 7869213704, 0)",1
"(690265820, 476607354, 0)",1
"(690274612, 250735985, 0)",1
"(690277730, 245505931, 0)",2
"(690277730, 690280403, 0)",8
"(690280403, 34852802, 0)",2
"(690280497, 245505945, 0)",1
"(690280499, 690766741, 0)",1
"(690280502, 2044769490, 0)",1
"(690280633, 245508396, 0)",1
"(690280633, 973595204, 0)",1
"(690280796, 9720202743, 0)",3
"(690280913, 31939440, 0)",1
"(690280947, 245504923, 0)",1
"(690284667, 1325884829, 0)",1
"(690285319, 1325884825, 0)",2
"(690381773, 1640570938, 0)",1
"(690384237, 940194728, 0)",1
"(690621489, 973581243, 0)",1
"(690623910, 973581291, 0)",1
"(690635957, 973581340, 0)",1
"(690761797, 690761799, 0)",1
"(690764181, 690767238, 0)",1
"(690764207, 690765034, 0)",1
"(690764498, 690271766, 0)",1
"(690764498, 7098378366, 0)",1
"(690765034, 245505901, 0)",1
"(690765371, 245505894, 0)",2
"(690765371, 245505942, 0)",1
"(690765371, 982583988, 0)",1
"(690767238, 690271766, 0)",4
"(690768696, 690763762, 0)",1
"(690770132, 690773025, 0)",1
"(690772027, 690280502, 0)",1
"(690773030, 690280716, 0)",1
"(690775095, 3617882510, 0)",2
"(690776075, 789667148, 0)",1
"(690777637, 2045077179, 0)",1
"(690983687, 1894625901, 0)",1
"(690983742, 2005577980, 0)",1
"(690983742, 4416087524, 0)",1
"(690983922, 1045762999, 0)",1
"(690988927, 3572636561, 0)",1
"(690989450, 5191077215, 0)",1
"(690989450, 5191078621, 0)",1
"(690989454, 690990481, 0)",2
"(690989465, 690989856, 0)",1
"(690989514, 690989512, 0)",1
"(690989524, 690989521, 0)",1
"(690989864, 690989465, 0)",1
"(690990125, 690994928, 0)",1
"(690990481, 690989908, 0)",1
"(690993078, 692143859, 0)",1
"(690995679, 690994928, 0)",1
"(691001317, 690990194, 0)",1
"(691003108, 692147009, 0)",1
"(691005159, 691006498, 0)",1
"(691006498, 21292916, 0)",1
"(691006498, 691005159, 0)",1
"(691566490, 691006498, 0)",1
"(691566625, 691566634, 0)",1
"(691566634, 691566625, 0)",2
"(691568992, 691566894, 0)",1
"(691581712, 248018316, 0)",1
"(691585322, 1673598554, 0)",1
"(691589970, 691570223, 0)",1
"(691590475, 248018303, 0)",1
"(691590475, 691591861, 0)",1
"(691591861, 691590475, 0)",1
"(691592573, 691586730, 0)",1
"(691593507, 691592555, 0)",1
"(691593507, 691592573, 0)",1
"(691616822, 693014272, 0)",1
"(691621364, 693021535, 0)",1
"(691622906, 691622900, 0)",1
"(691623540, 417962036, 0)",1
"(691635444, 245504899, 0)",1
"(692124210, 21292925, 0)",1
"(692124590, 692124210, 0)",1
"(692125879, 692125867, 0)",1
"(692129689, 10456585, 0)",1
"(692129689, 692128497, 0)",1
"(692134523, 692137347, 0)",1
"(692137347, 692141329, 0)",1
"(692141329, 692137347, 0)",1
"(692141329, 692156182, 0)",1
"(692142381, 692141318, 0)",1
"(692151662, 692151655, 0)",1
"(692156167, 249727948, 0)",3
"(692164640, 249727832, 0)",1
"(692165532, 1296601094, 0)",1
"(692176607, 692165373, 0)",1
"(692813053, 692830353, 0)",1
"(692816754, 692816757, 0)",1
"(692832420, 60624863, 0)",1
"(692832553, 692957733, 0)",1
"(692833416, 454375886, 0)",1
"(693003310, 693003810, 0)",1
"(693003618, 693003643, 0)",1
"(693003643, 60624880, 0)",1
"(693004100, 693004133, 0)",1
"(693004133, 11621712, 0)",2
"(693004282, 21133687, 0)",2
"(693008887, 534382296, 0)",5
"(693009534, 691623540, 0)",1
"(693011363, 693012043, 0)",1
"(693014203, 691616822, 0)",1
"(693014477, 693014456, 0)",1
"(693014600, 691616152, 0)",1
