Reference Number,Grid Ref: Easting,Grid Ref: Northing,Accident Date,Time (24hr),Casualties
2571116,433765,434059,07-May-15,1709,1
2571193,432436,435042,07-May-15,1745,1
2571680,427791,425855,07-May-15,2130,2
2580388,419603,445164,07-May-15,1730,1
2581135,442480,444657,08-May-15,1700,1
2581478,427470,436001,08-May-15,2045,1
2590649,430345,435929,09-May-15,1324,1
2590845,431004,432045,09-May-15,1529,2
2590972,438522,446067,09-May-15,1638,1
2591384,428964,429795,09-May-15,2020,4
25A0047,428066,426570,10-May-15,32,1
25A0748,432841,438289,10-May-15,1255,1
25A0852,419983,440944,10-May-15,1355,1
25B0257,430081,431195,11-May-15,802,1
25B0719,431748,431422,11-May-15,1240,2
25B0867,431358,435036,11-May-15,1400,1
25B0983,421583,433059,02-May-15,1910,1
25B1156,429786,438921,11-May-15,1737,1
25C0289,428305,429607,12-May-15,841,1
25C0744,431957,430494,12-May-15,1437,1
25C1135,429601,432563,12-May-15,1751,1
25C1146,431792,428918,12-May-15,1750,1
25D0183,421032,444996,13-May-15,659,1
25D0214,422224,435647,13-May-15,739,1
25D0260,426240,435394,04-May-15,1310,1
25D0284,428493,434486,13-May-15,852,1
25D0337,435428,439801,13-May-15,930,1
25D0444,426487,433099,13-May-15,755,1
25D0931,434998,438402,13-May-15,1442,1
25D1127,431990,436033,13-May-15,1700,1
25D1231,432063,436089,13-May-15,1720,1
25E0369,424697,437654,14-May-15,959,1
25E0537,428794,435575,14-May-15,1149,1
25E0944,434183,433876,14-May-15,1541,1
25E1184,429767,435444,14-May-15,1743,1
25E1361,426990,433440,14-May-15,1910,1
25E1610,427407,433760,14-May-15,2134,2
25F0267,428719,435612,15-May-15,845,1
25F0511,430701,433470,15-May-15,1015,1
25F0662,433170,434034,15-May-15,1315,1
25F0733,429889,435204,15-May-15,1406,2
25F1329,430896,436565,15-May-15,1855,2
25G0010,422489,429072,16-May-15,3,1
25G0958,430079,433930,16-May-15,1503,1
25G1009,428588,433884,16-May-15,930,1
25G1025,429492,434884,16-May-15,1339,3
25G1059,434609,434506,15-May-15,1920,1
25G1123,431499,433411,16-May-15,1630,1
25G1501,431178,433690,16-May-15,1635,1
25G2075,423337,434643,16-May-15,2355,1
25H0790,428577,425388,17-May-15,1340,2
25H1098,425899,435499,17-May-15,1652,2
25I0243,438413,445932,18-May-15,848,1
25I0249,431944,433274,18-May-15,843,1
25I0280,422668,428763,18-May-15,911,2
25I0464,440468,448359,18-May-15,1126,1
25I0612,436983,425881,18-May-15,1309,1
25I0622,430700,434587,18-May-15,1315,2
25I0669,428386,426124,18-May-15,1351,1
25I0846,431543,434330,18-May-15,1546,1
25I1018,432229,435572,18-May-15,1705,1
25J0225,421957,434243,19-May-15,850,1
25J0935,431289,432078,19-May-15,1635,1
25J1004,428578,434733,19-May-15,1705,1
25J1099,429360,434964,19-May-15,1800,1
25J1174,426313,435519,19-May-15,1700,1
25J1336,432960,435673,19-May-15,2031,2
25K0724,428463,431349,20-May-15,1422,2
25K0986,438312,430243,20-May-15,1623,1
25K0995,432376,433723,20-May-15,1625,3
25K1283,431511,435138,20-May-15,1902,2
25K1317,428940,429856,20-May-15,1920,1
25K1442,445306,427942,20-May-15,2135,1
25K1537,430620,434640,20-May-15,2135,2
25L0017,420237,439506,21-May-15,14,1
25L0189,430174,426446,21-May-15,725,1
25L0207,428490,431578,21-May-15,750,1
25L0873,427008,440071,21-May-15,1515,1
25L0908,428139,426248,21-May-15,1541,1
25L1017,427991,430310,21-May-15,1541,1
25L1071,432940,425954,21-May-15,1648,2
25L1075,432749,434340,21-May-15,1645,1
25M0803,427453,425472,20-May-15,820,1
25M0962,430369,433493,22-May-15,1557,1
25M1131,431672,435366,22-May-15,1735,4
25N0442,425806,433073,23-May-15,932,1
25N0803,431827,436440,23-May-15,1340,1
25N0964,441742,439869,23-May-15,1515,2
25N0970,427411,435856,22-May-15,2100,1
25O0406,428303,429632,24-May-15,536,1
25O0515,424729,445090,24-May-15,915,1
25O0779,428758,437153,24-May-15,1258,1
25O0866,432188,445001,24-May-15,1400,1
25O1593,435195,442112,24-May-15,2100,3
25P1005,428582,437045,25-May-15,1559,1
25P1198,436088,434818,25-May-15,1735,1
25P1670,422569,434703,25-May-15,2250,1
25Q0144,429218,433496,26-May-15,351,1
25Q0385,427354,434825,26-May-15,1026,1
25Q0540,431914,434804,26-May-15,1053,1
25Q0557,432219,434956,26-May-15,1216,1
25Q0587,430065,433812,25-May-15,30,1
25Q1087,429529,430760,26-May-15,1600,1
25Q1104,429556,431562,26-May-15,1700,4
25Q1233,427569,434540,26-May-15,1800,1
25Q1525,435825,435763,26-May-15,1510,2
25Q1662,436277,445443,26-May-15,2245,1
25R0871,443282,439110,27-May-15,1500,1
25R0982,422694,432251,27-May-15,1545,1
25R1039,427392,434635,27-May-15,1625,1
25R1167,432585,434916,27-May-15,1544,1
25R1226,424985,434254,27-May-15,1809,2
25R1247,432124,432883,27-May-15,1805,1
25R1340,431767,430481,27-May-15,1922,1
25S0382,429743,434519,28-May-15,1040,1
25S0610,430867,436266,28-May-15,1058,1
25S0655,428232,440385,28-May-15,1350,1
25S0964,421572,434397,28-May-15,1632,1
25S1123,438025,425861,28-May-15,1740,2
25T0653,424108,435492,29-May-15,1220,1
25T1379,428937,434211,29-May-15,2030,1
25U0270,433113,434026,30-May-15,400,2
25U0408,434006,428850,30-May-15,835,1
25U0618,431831,432885,30-May-15,1150,1
25U0766,436731,433817,30-May-15,1335,1
25U1125,429783,433404,30-May-15,1605,1
25U1409,430950,433295,30-May-15,1950,1
25V0422,431790,430472,31-May-15,828,1
25V0514,426351,433095,31-May-15,1017,1
25V0520,420780,434394,31-May-15,1020,1
25V0802,429493,430250,01-May-15,1350,1
25V0900,428825,433309,31-May-15,1455,1
25V0929,432200,427231,31-May-15,1517,1
2610127,427373,438212,01-Jun-15,350,1
2610539,432241,426275,01-Jun-15,1230,2
2610654,430724,433594,20-May-15,700,1
2611091,428370,428740,01-Jun-15,1730,1
2620223,433503,429762,02-Jun-15,739,2
2620256,424078,437278,02-Jun-15,810,1
2620299,430188,433398,02-Jun-15,800,1
2621257,441102,445725,02-Jun-15,1748,2
2621363,429405,433925,02-Jun-15,1830,2
2630303,432055,435968,03-Jun-15,857,1
2631535,428712,436506,03-Jun-15,2035,4
2631660,421658,440889,03-Jun-15,2155,1
2640243,427468,433763,04-Jun-15,740,1
2640274,422183,428747,04-Jun-15,826,2
2640378,427438,432800,04-Jun-15,1003,1
2640405,432780,430385,26-May-15,632,1
2640593,439602,433042,04-Jun-15,1214,1
2640864,430756,434758,04-Jun-15,1444,1
2641217,428274,429627,04-Jun-15,1800,1
2641336,430844,433468,04-Jun-15,1837,1
2641511,430405,437057,04-Jun-15,1940,1
2650776,419603,445164,05-Jun-15,1330,4
2651032,426351,433095,05-Jun-15,1522,1
2651157,432064,436090,05-Jun-15,1330,1
2651363,431783,435035,05-Jun-15,1736,1
2651458,440163,448323,05-Jun-15,1847,1
2660240,429356,433714,06-Jun-15,410,1
2660776,430236,433914,06-Jun-15,430,1
2660836,436506,441865,06-Jun-15,1412,3
2660932,422982,428624,06-Jun-15,1515,1
2661053,431597,435556,06-Jun-15,1624,1
2661532,430710,431924,06-Jun-15,2100,1
2670487,427305,434679,06-Jun-15,1818,1
2671254,427608,436802,07-Jun-15,1853,1
2680601,428441,432955,08-Jun-15,1135,1
2681107,431396,435449,08-Jun-15,1702,1
2681475,425019,433163,08-Jun-15,2015,1
2690217,428698,433115,09-Jun-15,722,1
2690225,426279,435586,09-Jun-15,751,1
2690265,430879,433361,09-Jun-15,820,1
2690372,430794,438656,09-Jun-15,950,1
2690697,431880,435770,09-Jun-15,1326,1
2690793,436761,437359,09-Jun-15,1428,1
2690906,430214,427370,09-Jun-15,1430,1
2691050,441137,445742,09-Jun-15,1645,1
2691088,421576,440732,09-Jun-15,1510,1
2691300,436167,427712,09-Jun-15,1750,1
2691313,431218,433711,09-Jun-15,1917,4
2691318,428897,429815,09-Jun-15,1850,1
26A0960,420345,440471,10-Jun-15,1520,1
26A1276,435102,425903,10-Jun-15,1755,3
26A1295,432255,435796,10-Jun-15,1808,2
26A1409,428237,436527,10-Jun-15,1920,1
26A1434,425032,434745,10-Jun-15,1920,1
26A1659,420676,445650,10-Jun-15,2115,1
26B0597,420141,434179,11-Jun-15,1041,1
26B0948,430344,433430,11-Jun-15,1230,1
26B1004,432476,434793,11-Jun-15,1600,1
26B1121,438308,430239,11-Jun-15,1700,1
26B1200,432494,436612,11-Jun-15,1730,2
26B1663,430083,431215,10-Jun-15,1030,2
26B1678,432698,438584,11-Jun-15,2110,1
26B1713,440552,448563,10-Jun-15,2030,1
26C0245,439263,432415,12-Jun-15,725,1
26C0738,431023,424688,12-Jun-15,1255,1
26C0763,428628,436976,12-Jun-15,1311,1
26C0867,430062,431110,12-Jun-15,1430,1
26C1198,428921,430406,12-Jun-15,1714,1
26C1509,434653,435165,12-Jun-15,1926,2
26D0053,430381,433427,13-Jun-15,30,1
26D0197,427963,436086,13-Jun-15,200,1
26D0672,421490,433086,13-Jun-15,1240,1
26D0695,427349,430725,13-Jun-15,1301,1
26D0838,427615,436707,13-Jun-15,1431,1
26D0996,417459,441468,13-Jun-15,1600,1
26D1022,433310,426330,13-Jun-15,1620,1
26D1157,429199,431930,13-Jun-15,1725,2
26D1230,429396,433845,13-Jun-15,1745,1
26E0844,421399,434070,14-Jun-15,1414,2
26E1022,428598,431156,14-Jun-15,1603,1
26E1453,429958,433327,14-Jun-15,2015,1
26F0205,422850,433733,15-Jun-15,720,1
26F0254,430840,434004,15-Jun-15,820,1
26F0268,430674,434359,15-Jun-15,836,1
26F0665,428655,429774,15-Jun-15,1250,1
26F0808,425225,436513,15-Jun-15,1414,1
26F0826,429334,433483,15-Jun-15,1425,1
26F1272,423019,437676,15-Jun-15,1755,1
26F1396,427069,435702,15-Jun-15,1800,2
26F1417,435939,434817,11-Jun-15,2215,2
26G0512,431999,425550,16-Jun-15,1122,1
26G0960,431413,428535,16-Jun-15,1514,1
26G1531,428248,431552,16-Jun-15,2005,5
26G1667,429219,431646,16-Jun-15,2113,1
26H0327,436655,436203,17-Jun-15,755,1
26H0686,431380,428527,17-Jun-15,1319,3
26H0907,432399,434430,17-Jun-15,1531,1
26H0965,430683,433601,18-Jun-15,1545,1
26H1237,433561,435941,17-Jun-15,1800,1
26I0282,427322,437205,18-Jun-15,835,1
26I0292,426968,437466,19-Jun-15,845,1
26I0374,431569,425150,18-Jun-15,955,1
26I0602,425081,427745,18-Jun-15,1545,1
26J0404,429405,433918,19-Jun-15,1430,1
26J0461,430875,433474,19-Jun-15,1030,11
26J0691,425363,437476,19-Jun-15,1310,1
26J0996,433752,433788,19-Jun-15,1530,1
26J1049,422397,432685,19-Jun-15,1545,1
26J1155,426703,431764,19-Jun-15,1646,1
26J1182,428140,429437,19-Jun-15,1330,1
26J1367,427416,436000,19-Jun-15,1824,2
26J1509,428330,429611,19-Jun-15,1400,2
26K0228,430532,440750,20-Jun-15,254,1
26K0533,428843,430208,20-Jun-15,1040,1
26K0580,426711,433480,20-Jun-15,1125,1
26K0659,429104,436720,20-Jun-15,1200,1
26K0953,429137,433091,20-Jun-15,1630,1
26K1148,430651,434685,20-Jun-15,1701,1
26K1191,429542,431239,20-Jun-15,1715,3
26L0021,430925,433950,21-Jun-15,15,1
26L0484,431157,438378,21-Jun-15,956,2
26L0730,435788,425981,21-Jun-15,1310,1
26L0939,428737,433251,21-Jun-15,1527,1
26L1046,429889,435204,21-Jun-15,1455,2
26L1146,431497,436592,21-Jun-15,1715,1
26L1283,431717,434548,21-Jun-15,1843,1
26L1645,427434,438600,21-Jun-15,2235,1
26L1698,438510,430220,21-Jun-15,2330,1
26M0246,432055,435968,22-Jun-15,800,1
26M0766,429927,427548,22-Jun-15,1401,1
26M0785,429105,426413,22-Jun-15,1414,1
26M1114,439077,446067,22-Jun-15,1705,1
26N0240,435904,425849,23-Jun-15,835,1
26N0594,428622,436968,23-Jun-15,1239,1
26N0764,420950,436847,23-Jun-15,1451,1
26N0954,420312,445410,23-Jun-15,1618,1
26N0994,431229,445931,23-Jun-15,1630,1
26N1257,431951,431235,23-Jun-15,1840,1
26N1347,420924,434425,23-Jun-15,1900,1
26N1521,430960,428233,23-Jun-15,2040,1
26N1577,422027,440633,23-Jun-15,2115,1
26N1703,431149,424771,23-Jun-15,2233,3
26N1743,423653,443836,23-Jun-15,2258,1
26O0315,431758,434889,24-Jun-15,850,1
26O0318,425697,432088,24-Jun-15,854,1
26O0447,429074,439892,24-Jun-15,1034,1
26O0552,429907,434006,24-Jun-15,1510,1
26O0739,432173,426122,24-Jun-15,1330,2
26O0772,426087,430014,24-Jun-15,1355,1
26O0987,427404,434903,24-Jun-15,1550,1
26O1142,434619,441230,24-Jun-15,1700,3
26O1434,430018,434081,24-Jun-15,1924,1
26P0028,423775,435718,25-Jun-15,13,1
26P0292,426914,430193,25-Jun-15,830,2
26P0420,427996,435578,25-Jun-15,2100,1
26Q0412,425797,428422,26-Jun-15,1015,1
26Q0554,420472,446287,26-Jun-15,1145,1
26Q0881,428267,431558,26-Jun-15,1504,4
26Q0919,433157,436418,26-Jun-15,1530,1
26Q1013,428972,435464,26-Jun-15,1605,1
26Q1040,426797,434986,26-Jun-15,1625,3
26Q1064,428140,435853,26-Jun-15,1630,1
26Q1087,427786,431707,26-Jun-15,820,2
26Q1200,428096,434666,26-Jun-15,1730,2
26Q1380,437505,433074,26-Jun-15,1216,1
26Q1394,419791,434071,26-Jun-15,1905,1
26Q1617,430998,440111,26-Jun-15,2105,1
26R0284,423968,434365,28-Jun-15,315,1
26R0374,424839,432201,27-Jun-15,510,2
26R0657,430501,445445,27-Jun-15,1115,1
26R0726,435036,434687,27-Jun-15,1209,1
26R1154,431959,435824,27-Jun-15,1640,1
26S1214,419123,442183,28-Jun-15,1639,1
26T1020,430830,439636,29-Jun-15,1555,2
26T1075,431487,426453,29-Jun-15,1622,1
26T1193,434423,434378,29-Jun-15,1710,3
26U0292,430506,438550,30-Jun-15,749,1
26U1001,434997,425904,30-Jun-15,1456,1
26U1308,431206,440891,30-Jun-15,1715,1
26U1462,430412,433721,30-Jun-15,1720,1
26U1636,428742,438566,30-Jun-15,1940,1
26U2121,434786,437577,30-Jun-15,2350,1
2710614,433562,436350,01-Jul-15,1132,1
2710687,428580,434974,01-Jul-15,1212,1
2711200,435058,435039,01-Jul-15,1640,1
2711299,431853,434722,02-Jul-15,1725,1
2711490,421921,436471,01-Jul-15,1820,2
2711658,420396,433882,01-Jul-15,2006,1
2711974,432445,434824,01-Jul-15,2225,1
2720302,434422,428873,02-Jul-15,1630,1
2720387,422183,428750,02-Jul-15,922,1
2720574,432215,435565,02-Jul-15,830,2
2720583,429026,431994,02-Jul-15,1134,1
2720612,439632,448219,02-Jul-15,1145,1
2720883,443663,436862,02-Jul-15,1430,1
2721134,427888,426259,02-Jul-15,1635,1
2721347,442244,429934,02-Jul-15,645,1
2721410,420781,441136,02-Jul-15,1740,1
2721500,430485,433282,02-Jul-15,1830,1
2730610,429041,436497,03-Jul-15,1330,1
2730939,432519,436680,03-Jul-15,1435,1
2731172,429959,433224,02-Jul-15,1705,1
2731213,432759,427522,03-Jul-15,1641,1
2731512,431977,426301,03-Jul-15,1430,1
2740708,428922,430240,04-Jul-15,1110,1
2740793,426008,428229,03-Jul-15,1530,1
2740949,428967,433871,04-Jul-15,1334,2
2742206,430801,435344,04-Jul-15,2350,2
2751100,420513,445573,05-Jul-15,1630,2
2751543,420462,434288,05-Jul-15,2038,1
2751580,430576,434780,05-Jul-15,2103,1
2760551,424878,443536,06-Jul-15,1100,1
2761336,432055,435968,02-Jul-15,800,1
2761703,434378,434456,06-Jul-15,2140,1
2761861,425680,434799,06-Jul-15,2345,1
2770273,432663,436931,07-Jul-15,745,1
2770543,432653,436950,07-Jul-15,1045,1
2771109,426416,428501,07-Jul-15,1715,1
2771166,433188,425906,07-Jul-15,1745,1
2771612,425288,432688,07-Jul-15,2129,1
2771973,436073,428721,07-Jul-15,2340,1
2780311,424174,428150,08-Jul-15,925,1
2780790,424053,427952,08-Jul-15,1426,1
2781106,430841,434008,08-Jul-15,1702,1
2781255,441247,434629,08-Jul-15,1255,1
2790012,429921,437009,09-Jul-15,40,1
2790045,420937,434447,09-Jul-15,10,1
2790202,420319,434220,09-Jul-15,650,1
2790214,430469,433461,09-Jul-15,720,1
2790234,435148,425912,09-Jul-15,757,3
2790252,432217,426323,09-Jul-15,815,1
2790324,428959,429802,09-Jul-15,910,1
2790508,428792,435576,09-Jul-15,1115,1
2790575,424924,434464,09-Jul-15,1204,2
2790984,424353,434764,09-Jul-15,1605,1
2791086,430489,437179,09-Jul-15,1648,1
2791139,428150,435641,09-Jul-15,1711,1
2791287,424471,437775,09-Jul-15,1815,1
2791712,430380,428424,09-Jul-15,2144,1
2791877,434993,425884,09-Jul-15,2331,1
2791886,417908,443283,09-Jul-15,1640,1
27A0275,433100,436445,10-Jul-15,749,1
27A0356,431920,434398,10-Jul-15,857,1
27A0989,434207,436563,10-Jul-15,1310,1
27A1308,434969,436415,10-Jul-15,1700,1
27A1349,425011,436080,10-Jul-15,1820,1
27A1402,435786,436743,10-Jul-15,1844,1
27A1570,429464,433847,10-Jul-15,1955,1
27B0112,430267,433395,11-Jul-15,110,1
27B0507,433057,435014,11-Jul-15,850,1
27B0838,445223,447175,11-Jul-15,1305,1
27B1158,431521,435147,11-Jul-15,1600,2
27B1173,432246,426279,11-Jul-15,1535,1
27B1936,425654,429532,11-Jul-15,2315,3
27C1014,426812,431692,12-Jul-15,1454,1
27C1065,422910,437538,12-Jul-15,1528,1
27C1568,420646,436684,12-Jul-15,1940,1
27C1603,420839,434417,12-Jul-15,2000,2
27D0677,422451,432854,13-Jul-15,1256,2
27D0738,432624,436859,13-Jul-15,1326,1
27D0963,427184,434758,13-Jul-15,1515,1
27D1008,433009,433995,13-Jul-15,1540,1
27D1861,425594,434233,13-Jul-15,2359,1
27E0748,430434,435052,14-Jul-15,1313,1
27E0970,424930,427641,14-Jul-15,1555,2
27E1210,432246,439812,14-Jul-15,1810,1
27E1351,428623,440712,14-Jul-15,1920,1
27F0296,434124,433893,15-Jul-15,745,1
27F0528,436320,428322,15-Jul-15,920,1
27F0537,428289,432860,16-Jul-15,1029,1
27F0849,424200,434492,13-Jul-15,846,1
27F1052,424347,438787,15-Jul-15,1520,1
27F1334,428099,426293,15-Jul-15,1740,1
27F1352,436020,443793,15-Jul-15,1750,1
27F1470,429374,436046,15-Jul-15,1849,1
27G0245,422461,427899,16-Jul-15,700,1
27G0457,422322,433400,16-Jul-15,1000,1
27G0615,422291,428606,18-Jul-15,1151,1
27G0775,430351,425089,16-Jul-15,1306,1
27G0965,426916,435445,15-Jul-15,1720,1
27G1075,427292,433460,16-Jul-15,1540,1
27G1202,422345,434594,29-Jul-15,715,1
27G1317,422300,433933,16-Jul-15,1732,1
27G1419,427127,434793,16-Jul-15,1823,1
27G1994,427133,427915,16-Jul-15,1630,1
27H0318,431244,434574,17-Jul-15,841,1
27H0509,431062,428241,17-Jul-15,945,1
27H0716,420851,439838,17-Jul-15,640,1
27H1025,431214,433667,17-Jul-15,1550,1
27H1249,422391,434767,17-Jul-15,1740,1
27H1744,430306,439336,17-Jul-15,1600,1
27I0202,431644,437780,18-Jul-15,200,1
27I0646,427589,440838,18-Jul-15,1132,1
27I1438,432245,435440,18-Jul-15,1630,1
27I1804,430952,433295,18-Jul-15,2300,1
27J0612,422306,433316,19-Jul-15,910,1
27J0860,440810,433663,19-Jul-15,1248,1
27J1015,436119,435559,19-Jul-15,1640,1
27J1050,432300,425980,19-Jul-15,1456,1
27J1439,430147,431774,19-Jul-15,1908,1
27K0311,431505,435130,20-Jul-15,800,2
27K0401,432328,434754,20-Jul-15,909,1
27K0528,421084,435303,20-Jul-15,1042,1
27K0579,424262,445380,20-Jul-15,1116,1
27K0625,425017,428919,20-Jul-15,745,1
27K0724,426804,438039,20-Jul-15,1345,1
27K0878,430650,438919,20-Jul-15,1415,1
27K0916,430026,431772,20-Jul-15,1430,1
27K1130,421271,436328,20-Jul-15,1635,3
27L0693,434680,434554,30-Jun-15,1055,1
27L0738,430483,427501,21-Jul-15,1252,1
27L1198,427774,436226,21-Jul-15,1600,1
27L1209,429518,430389,21-Jul-15,1830,1
27L1304,433191,433961,21-Jul-15,1930,2
27M0694,431450,435825,22-Jul-15,1256,1
27M1240,435034,435829,22-Jul-15,1740,3
27M1604,429147,431787,22-Jul-15,1515,1
27N0621,443271,438960,23-Jul-15,1215,1
27N0777,420931,439497,23-Jul-15,1350,1
27N1484,440450,446823,23-Jul-15,1939,1
27N1788,428487,426413,23-Jul-15,2200,2
27O0249,428128,432798,24-Jul-15,730,1
27O0273,435915,425861,24-Jul-15,830,2
27O0307,436181,434389,24-Jul-15,830,3
27O0704,431553,439563,24-Jul-15,1230,1
27O1253,431215,424833,24-Jul-15,1720,1
27O1290,427945,436116,24-Jul-15,1737,1
27O1823,433427,434919,24-Jul-15,2155,1
27P1820,430065,433775,25-Jul-15,2322,1
27Q0787,432110,433583,26-Jul-15,1230,1
27R0471,426626,435088,27-Jul-15,900,1
27R0641,433804,434635,27-Jul-15,1250,1
27R0928,434027,436677,27-Jul-15,1434,1
27R1121,430523,431270,27-Jul-15,1721,1
27S0699,431031,440331,28-Jul-15,1325,1
27S1173,419577,446222,28-Jul-15,1727,1
27S1361,430901,436183,28-Jul-15,1932,2
27S1433,420347,434208,28-Jul-15,1154,1
27T0613,424141,437535,29-Jul-15,730,1
27T0647,439673,430309,29-Jul-15,1240,3
27T1138,430641,430781,29-Jul-15,1708,1
27T1261,426963,439789,29-Jul-15,1800,1
27T1284,431523,436212,29-Jul-15,1800,1
27T1623,439290,426017,04-Jul-15,1930,1
27U0211,421565,428479,30-Jul-15,634,1
27U0228,431402,435029,30-Jul-15,700,2
27U0329,433725,429723,30-Jul-15,915,1
27U0867,432732,435740,30-Jul-15,1500,1
27U0904,431419,434088,30-Jul-15,1530,2
27U0988,429921,433321,30-Jul-15,830,1
27U1294,429379,430162,30-Jul-15,1400,1
27U1334,427452,431884,30-Jul-15,1830,2
27U1601,434612,431472,30-Jul-15,2059,1
27V1148,424883,434415,31-Jul-15,1708,1
27V1231,434648,437187,31-Jul-15,1750,1
27V1244,435832,436503,31-Jul-15,1755,1
27V1378,420596,440653,31-Jul-15,1907,1
27V1507,419144,442193,31-Jul-15,2015,1
27V1717,443636,436684,31-Jul-15,2200,5
2810380,428880,440028,01-Aug-15,545,4
2811197,433822,445036,01-Aug-15,1702,3
2811294,440616,433553,01-Aug-15,1800,1
2811362,428534,434388,01-Aug-15,1845,1
2811596,430684,445492,01-Aug-15,2100,1
2820644,430749,434686,02-Aug-15,1130,2
2820919,442987,431656,02-Aug-15,1430,1
2821068,420894,434532,02-Aug-15,1647,1
2821477,420280,439453,02-Aug-15,2045,1
2830449,428395,437481,03-Aug-15,1037,1
2830719,425061,440530,08-Mar-15,1230,1
2831173,431884,435515,03-Aug-15,1705,2
2831632,431305,428461,03-Aug-15,2041,1
2840283,420239,436042,04-Aug-15,820,1
2840780,432009,436160,04-Aug-15,1425,2
2841076,425890,426590,04-Aug-15,1707,1
2841122,430861,434357,04-Aug-15,1726,1
2841140,417752,444431,04-Aug-15,1735,2
2841249,435991,428230,04-Aug-15,1800,1
2841265,428967,425979,02-Aug-15,1115,1
2850880,430694,434934,05-Aug-15,1435,1
2850970,433525,429804,05-Aug-15,1520,1
2851437,423262,434221,05-Aug-15,1758,2
2851496,428836,440136,05-Aug-15,1915,1
2851885,428685,434949,05-Aug-15,2255,1
2860986,427145,433515,06-Aug-15,1520,1
2861519,425795,433074,06-Aug-15,1940,2
2861531,445830,431302,06-Aug-15,1947,6
2870836,427097,426123,07-Aug-15,1400,1
2871233,430215,434923,07-Aug-15,1720,1
2880547,437045,438288,08-Aug-15,904,1
2880744,429757,425596,08-Aug-15,1136,1
2880776,434718,430438,09-Aug-15,1211,2
2880803,441346,445094,08-Aug-15,1215,1
2880909,427744,436450,08-Aug-15,2025,1
2881570,427084,432526,08-Aug-15,2003,1
2881871,431225,435476,08-Aug-15,2225,1
2890778,432768,436182,09-Aug-15,1215,3
2890804,424061,428051,09-Aug-15,1231,2
28A0761,441226,445346,10-Aug-15,1411,2
28A1122,427786,436379,10-Aug-15,1632,1
28A1253,431057,430936,10-Aug-15,1827,1
28B0254,426472,444748,11-Aug-15,709,1
28B0271,427127,434793,11-Aug-15,749,1
28B0277,421366,433144,11-Aug-15,730,1
28B0524,426322,435515,11-Aug-15,1545,1
28B0526,427615,437092,11-Aug-15,1100,1
28B0652,426638,433093,11-Aug-15,1227,2
28B0655,429146,431791,11-Aug-15,1232,5
28B0825,428112,426283,11-Aug-15,1402,3
28B0900,431754,435518,11-Aug-15,1645,1
28B0951,431559,434355,11-Aug-15,1510,1
28B1090,438681,445842,11-Aug-15,1629,1
28B1275,435998,434797,11-Aug-15,1749,1
28C0509,423090,437694,12-Aug-15,1111,1
28C0603,431885,435553,12-Aug-15,1200,1
28C0619,426856,438042,12-Aug-15,1227,1
28C0746,430894,436421,12-Aug-15,1245,1
28C1081,441883,430161,12-Aug-15,1600,1
28C1608,429470,433620,11-Aug-15,1030,1
28C1627,429053,430470,12-Aug-15,2054,1
28C1656,429862,433524,12-Aug-15,1656,1
28D0153,432543,442835,13-Aug-15,330,1
28D0380,418962,441738,13-Aug-15,1002,1
28D1126,432105,435417,13-Aug-15,1718,1
28D1243,427377,434919,13-Aug-15,1810,1
28D1274,431591,430912,13-Aug-15,1430,2
28D1457,440172,433414,13-Aug-15,1959,2
28E0566,432543,435255,14-Aug-15,1140,1
28E0626,434156,428669,14-Aug-15,1221,3
28E0675,431183,431861,14-Aug-15,1250,1
28E1032,432516,436686,14-Aug-15,1525,1
28E1105,431732,434572,14-Aug-15,1645,1
28E1134,428549,431412,14-Aug-15,1705,1
28E1461,422297,440473,14-Aug-15,2019,5
28E1468,431812,430459,14-Aug-15,2015,1
28F0233,426861,433797,15-Aug-15,241,1
28F0609,426089,431603,15-Aug-15,2130,1
28F0973,430003,438579,15-Aug-15,1505,1
28F1263,421596,439398,15-Aug-15,1825,1
28G0519,441686,448925,16-Aug-15,955,1
28G0583,428983,439125,16-Aug-15,1050,2
28G1096,420343,436252,16-Aug-15,1620,2
28G1201,427784,430722,16-Aug-15,1715,2
28G1408,422826,432541,16-Aug-15,1912,1
28H0312,425152,437563,17-Aug-15,850,1
28H0373,426283,435588,17-Aug-15,934,1
28H0677,436819,443884,17-Aug-15,1238,1
28H0763,428722,429698,14-Aug-15,1635,1
28H0788,428808,432670,17-Aug-15,1330,1
28H1072,430233,435116,17-Aug-15,1600,1
28H1115,419771,441329,17-Aug-15,1628,2
28H1370,432115,427471,17-Aug-15,1854,3
28I0514,436981,433592,18-Aug-15,1150,3
28I0517,431884,435694,18-Aug-15,1157,1
28I0529,421995,433957,18-Aug-15,1200,2
28I0976,429615,429894,18-Aug-15,1705,1
28I1014,427906,432216,18-Aug-15,1725,1
28I1018,431952,435864,18-Aug-15,1815,1
28I1156,425886,429886,18-Aug-15,1835,2
28J0003,443279,439542,19-Aug-15,1,2
28J0351,426727,431737,19-Aug-15,930,2
28J0709,430465,431602,19-Aug-15,1325,1
28J0744,431371,429676,19-Aug-15,1343,1
28J1509,425939,438113,19-Aug-15,2055,2
28K0249,420308,445750,20-Aug-15,740,1
28K0353,436895,432971,20-Aug-15,830,1
28K1148,430692,434525,20-Aug-15,1712,1
28K1218,430842,434106,20-Aug-15,1740,1
28K1315,421113,434889,20-Aug-15,1820,1
28K9999,443200,439744,20-Aug-15,659,2
