Reference Number,Grid Ref: Easting,Grid Ref: Northing,Accident Date,Time (24hr),Casualties
2BQ1051,429785,434112,26-Nov-15,1623,1
2BQ1071,428156,426250,26-Nov-15,1633,1
2BQ1122,434993,425884,26-Nov-15,1656,3
2BQ1184,427587,431974,26-Nov-15,1730,1
2BQ1207,428553,432144,26-Nov-15,1739,1
2BR0193,428923,429885,27-Nov-15,600,2
2BR0219,430508,432879,27-Nov-15,701,1
2BR0258,434207,433658,27-Nov-15,759,1
2BR0342,430359,434442,27-Nov-15,830,1
2BR0360,424867,435482,27-Nov-15,915,1
2BR0722,444575,427872,27-Nov-15,1300,1
2BR0953,431798,425391,27-Nov-15,1455,1
2BR0965,427932,426305,27-Nov-15,1505,1
2BR1717,429928,432977,27-Nov-15,2222,2
2BR1877,429435,433841,27-Nov-15,2355,1
2BS0653,430201,438774,28-Nov-15,1120,1
2BS0858,422646,440085,28-Nov-15,1345,1
2BS0976,428510,434481,28-Nov-15,1509,1
2BS0979,436167,427561,28-Nov-15,1510,4
2BS1043,431506,435135,28-Nov-15,1340,2
2BS1064,423852,434291,28-Nov-15,1630,1
2BS1124,428128,432798,28-Nov-15,1650,1
2BS1390,429915,433662,28-Nov-15,1915,1
2BT0323,430273,433087,29-Nov-15,415,1
2BT0625,428480,437171,29-Nov-15,1125,1
2BT0731,431592,430746,29-Nov-15,1243,2
2BT0848,430300,425100,29-Nov-15,1335,3
2BT0933,426312,435588,29-Nov-15,1408,1
2BU0184,428098,434518,30-Nov-15,655,1
2BU0201,432521,427552,30-Nov-15,720,1
2BU0217,427907,432906,30-Nov-15,750,1
2BU0358,430990,431745,30-Nov-15,905,1
2BU0477,425804,429069,30-Nov-15,1115,1
2BU0482,428880,435527,30-Nov-15,1119,1
2BU1099,441009,433139,30-Nov-15,1610,1
2BU1105,424066,434687,30-Nov-15,1719,1
2BU1305,427995,426432,30-Nov-15,1305,1
2BU1340,429392,435491,30-Nov-15,1949,2
2C10186,428584,427781,01-Dec-15,715,1
2C10189,429832,432950,01-Dec-15,655,1
2C10469,436277,441298,01-Dec-15,1130,2
2C10681,422175,436702,01-Dec-15,1332,1
2C10746,431887,430498,01-Dec-15,1400,2
2C11317,428296,434108,01-Dec-15,1640,3
2C11484,429389,434944,01-Dec-15,2020,1
2C11522,433519,429830,01-Dec-15,1512,1
2C20084,431887,435580,02-Dec-15,130,1
2C20227,430129,437791,02-Dec-15,710,1
2C21000,443338,437122,02-Dec-15,1530,1
2C21914,430043,434169,02-Dec-15,2331,1
2C30219,430638,433341,03-Dec-15,750,1
2C30590,426856,437568,03-Dec-15,1115,1
2C30765,427804,436351,03-Dec-15,735,1
2C31250,431983,428389,03-Dec-15,1811,1
2C31320,426489,433249,03-Dec-15,1846,2
2C31335,426888,426039,03-Dec-15,1854,3
2C31377,421312,434068,03-Dec-15,1900,1
2C40221,430982,433151,04-Dec-15,730,3
2C40377,434382,433423,04-Dec-15,940,1
2C40837,432028,430984,05-Dec-15,1430,2
2C40998,431953,435849,04-Dec-15,1550,1
2C41132,428777,430890,04-Dec-15,1851,1
2C41528,429972,434197,04-Dec-15,2057,1
2C41715,435874,436060,04-Dec-15,2257,2
2C50683,425228,437874,05-Dec-15,1150,3
2C50690,428094,434857,05-Dec-15,1200,2
2C51096,429294,435223,05-Dec-15,1545,1
2C51261,425469,429290,05-Dec-15,1747,2
2C51300,428140,435853,05-Dec-15,1815,1
2C60906,430536,433407,06-Dec-15,1510,1
2C61101,432542,442817,06-Dec-15,1710,1
2C61285,420894,436914,06-Dec-15,1915,1
2C70305,427511,435902,07-Dec-15,854,1
2C71035,425210,433524,07-Dec-15,1600,1
2C71294,442308,439968,07-Dec-15,1814,1
2C71319,428400,434390,07-Dec-15,1820,1
2C71717,428443,426406,07-Dec-15,2140,1
2C71780,431082,434211,07-Dec-15,2225,3
2C80140,427525,433024,08-Dec-15,425,1
2C80224,419992,440922,08-Dec-15,740,1
2C80693,429764,435449,08-Dec-15,1330,1
2C80757,436947,434716,08-Dec-15,1407,1
2C80917,432679,435878,08-Dec-15,1530,1
2C80921,420572,444910,08-Dec-15,1535,1
2C81064,427664,431151,08-Dec-15,1650,2
2C81114,435433,425914,08-Dec-15,1719,1
2C90884,436093,436589,09-Dec-15,1525,1
2C90959,428907,433719,09-Dec-15,730,1
2C91008,432429,433586,09-Dec-15,1636,1
2CA0204,428746,432716,10-Dec-15,658,1
2CA0225,425543,439941,10-Dec-15,714,1
2CA0494,423851,434261,09-Dec-15,1615,2
2CA0671,428598,432796,10-Dec-15,1240,1
2CA0787,430407,433467,04-Dec-15,1740,1
2CA0814,430032,434105,10-Dec-15,1416,1
2CA0861,436015,434796,10-Dec-15,1435,2
2CA0926,433002,436054,10-Dec-15,1521,1
2CA1397,430041,434037,10-Dec-15,1955,1
2CA1703,430775,434664,10-Dec-15,2347,4
2CB0222,429189,431919,11-Dec-15,742,2
2CB0443,431002,433143,11-Dec-15,1045,1
2CB0493,421485,434460,11-Dec-15,1000,1
2CB0688,432542,443036,11-Dec-15,1319,1
2CB1167,426596,436242,11-Dec-15,1350,1
2CB1207,425005,433180,11-Dec-15,1836,1
2CB1494,428023,434262,11-Dec-15,2145,1
2CB1705,424744,434979,10-Dec-15,50,1
2CC0066,429432,433462,12-Dec-15,39,1
2CC0588,426145,435591,12-Dec-15,1120,2
2CC0687,431803,433161,12-Dec-15,1230,1
2CC0878,428749,426005,12-Dec-15,1445,3
2CC1312,442158,443130,12-Dec-15,1855,1
2CD0019,431307,428718,13-Dec-15,5,1
2CD0162,429788,433696,13-Dec-15,139,1
2CD1209,438952,431558,13-Dec-15,1847,2
2CD1381,420239,445372,13-Dec-15,2125,1
2CE0274,429087,431248,14-Dec-15,851,2
2CE1022,427757,430772,14-Dec-15,1615,1
2CE1231,429028,431994,14-Dec-15,1805,1
2CE1364,420203,445376,14-Dec-15,1910,1
2CF0356,429627,433789,15-Dec-15,950,1
2CF0612,431046,435189,15-Dec-15,1245,1
2CF0862,432099,435537,14-Dec-15,2025,1
2CF0912,432509,434338,15-Dec-15,1528,3
2CF0993,431078,431992,15-Dec-15,1616,1
2CF1137,438405,430332,15-Dec-15,1736,1
2CF1571,426150,437489,15-Dec-15,2157,1
2CG0376,428836,436574,16-Dec-15,945,2
2CG0387,427322,437205,15-Dec-15,1300,1
2CG0477,431855,430429,16-Dec-15,1100,1
2CG0587,433008,433993,16-Dec-15,1210,1
2CH0471,430820,438604,16-Dec-15,1410,1
2CH0481,430953,435057,17-Dec-15,1020,3
2CH1122,431952,428444,17-Dec-15,1640,1
2CH1219,436721,429138,17-Dec-15,1720,1
2CI0293,428939,429857,18-Dec-15,831,2
2CI0385,436482,429188,18-Dec-15,950,1
2CI0779,431379,435084,18-Dec-15,1355,1
2CI1228,429309,430711,18-Dec-15,1736,1
2CJ1718,420838,434753,19-Dec-15,2028,3
2CK0136,424237,428246,20-Dec-15,107,1
2CK0498,429768,433292,19-Dec-15,1510,1
2CK0544,430031,433374,20-Dec-15,922,2
2CK0711,426156,427655,20-Dec-15,1145,1
2CK1147,429564,430340,20-Dec-15,1620,1
2CK1600,432580,434904,20-Dec-15,2100,1
2CL0035,443614,436435,21-Dec-15,36,1
2CL0447,428500,428280,21-Dec-15,1110,1
2CL0448,423517,437590,21-Dec-15,1110,1
2CL0741,428418,434025,21-Dec-15,1400,1
2CL0787,433168,435237,21-Dec-15,1420,1
2CL0875,435490,426742,21-Dec-15,1514,2
2CL0977,422342,433468,21-Dec-15,1615,1
2CM0419,431882,435291,22-Dec-15,1025,1
2CM0840,427649,430977,22-Dec-15,1450,1
2CM0978,426589,427686,22-Dec-15,1605,1
2CM1097,429239,433655,22-Dec-15,1715,1
2CM1178,428520,434985,22-Dec-15,1805,1
2CM1419,425432,440019,22-Dec-15,1631,1
2CM1638,427985,434203,22-Dec-15,2253,1
2CN0238,424993,432898,23-Dec-15,719,2
2CN0342,423730,435623,23-Dec-15,943,1
2CN0441,429689,438939,23-Dec-15,1020,1
2CN0448,426538,435388,23-Dec-15,1100,2
2CN0714,435973,436533,23-Dec-15,1350,1
2CN0871,427907,431010,23-Dec-15,1400,1
2CN1006,431483,435011,23-Dec-15,1621,2
2CN1062,431907,435729,23-Dec-15,1620,1
2CN1090,426990,433440,23-Dec-15,1700,1
2CN1204,428502,433279,23-Dec-15,1815,8
2CN1711,430920,435615,23-Dec-15,2255,1
2CO0389,430524,431159,24-Dec-15,938,1
2CO0673,429448,433778,24-Dec-15,1310,1
2CO0853,423045,437665,24-Dec-15,1508,1
2CO0979,424885,434430,24-Dec-15,1640,1
2CO1392,436073,438337,24-Dec-15,2142,2
2CP0484,435542,438370,25-Dec-15,1205,1
2CP0705,436167,431152,25-Dec-15,1646,2
2CP0706,436058,431193,25-Dec-15,1700,1
2CP0945,431824,430456,25-Dec-15,2004,1
2CQ0155,429829,431493,26-Dec-15,205,1
2CQ0615,432029,435855,26-Dec-15,1100,4
2CQ0643,429939,433786,26-Dec-15,1120,1
2CQ0796,430740,433546,26-Dec-15,1245,1
2CQ0836,440572,446161,26-Dec-15,1320,2
2CQ0972,430576,433604,26-Dec-15,1425,1
2CQ1139,432438,435044,26-Dec-15,1604,1
2CQ1393,421940,441462,26-Dec-15,1840,2
2CQ1505,425254,432973,26-Dec-15,1948,2
2CR1128,443068,441002,27-Dec-15,1538,1
2CS0359,430032,431022,28-Dec-15,1100,1
2CT0716,438941,431535,29-Dec-15,1345,1
2CT1455,433149,425902,29-Dec-15,2044,1
2CU0971,427873,434381,30-Dec-15,1500,1
2CU1159,437458,433290,30-Dec-15,1758,1
2CU1359,426075,435596,30-Dec-15,2010,1
2CV0400,432065,436093,31-Dec-15,1031,1
2CV0503,432002,433573,30-Dec-15,1555,1
2CV0848,419854,446481,31-Dec-15,1420,1
2CV1152,430942,435672,31-Dec-15,1908,6
2CV1424,431965,435834,31-Dec-15,2208,2
31F0582,430278,434811,27-Nov-15,1600,1
31H1381,424719,434444,21-Dec-15,1650,1
