Reference Number,Grid Ref: Easting,Grid Ref: Northing,Accident Date,Time (24hr),Casualties
18Q0947,424590,437118,26-Aug-14,1600,1
18Q1494,427471,434927,26-Aug-14,2100,1
18R0493,426305,433333,27-Aug-14,1144,3
18R1367,427136,434788,27-Aug-14,1715,1
18R1376,433473,435955,27-Aug-14,2021,1
18S0188,429371,440834,28-Aug-14,455,1
18S0227,432093,425658,28-Aug-14,633,1
18S0397,431081,433150,28-Aug-14,948,1
18S0695,436386,428375,28-Aug-14,1302,1
18S1245,430806,433260,28-Aug-14,1733,2
18S1491,422027,436490,28-Aug-14,1944,3
18T0545,433147,426330,29-Aug-14,1138,1
18T0776,433154,435249,29-Aug-14,1355,4
18T0897,430632,432469,29-Aug-14,1511,1
18T0938,431380,434758,29-Aug-14,1530,1
18T1289,439263,439267,29-Aug-14,1826,1
18T1736,429283,433483,29-Aug-14,2314,1
18U0428,432713,427659,30-Aug-14,837,2
18U0740,432623,432441,30-Aug-14,1310,1
18U1057,427822,433358,30-Aug-14,1736,2
18U1077,426031,438091,30-Aug-14,1625,1
18U1353,431125,440569,30-Aug-14,1917,1
18V0571,427003,440071,31-Aug-14,1037,1
18V0951,432464,435218,31-Aug-14,1458,1
18V1031,426544,427014,31-Aug-14,1031,1
18V1099,427575,434541,31-Aug-14,1644,1
18V1145,430103,437886,31-Aug-14,1845,1
18V1388,433273,436342,31-Aug-14,2006,1
1910540,428719,437082,01-Sep-14,1055,1
1910767,432175,438849,01-Sep-14,1325,2
1911082,433118,434023,01-Sep-14,1410,2
1911222,420155,445819,01-Sep-14,1430,1
1911375,431498,431712,01-Sep-14,640,1
1920245,432967,427609,02-Sep-14,719,1
1920341,422114,438652,02-Sep-14,850,1
1920518,430863,434357,02-Sep-14,1100,1
1920748,430245,435076,02-Sep-14,1300,1
1921529,429698,438310,02-Sep-14,2049,3
1930193,431235,432317,03-Sep-14,550,1
1930204,423754,435644,03-Sep-14,635,1
1930835,420644,445634,03-Sep-14,1330,1
1931205,424775,436826,03-Sep-14,1744,1
1931365,434482,437153,03-Sep-14,1925,1
1931718,425170,428996,03-Sep-14,2355,1
1940214,432530,433753,04-Sep-14,617,1
1941266,428134,435848,04-Sep-14,1829,1
1941605,425856,437793,04-Sep-14,2151,1
1950672,435533,436003,05-Sep-14,1213,1
1950754,430720,439715,05-Sep-14,1300,2
1951317,435538,434824,05-Sep-14,1747,1
1951385,428704,433136,20-Aug-14,800,1
1951767,432421,433805,05-Sep-14,2142,1
1960661,433154,435249,06-Sep-14,1150,2
1960901,433230,429606,06-Sep-14,1420,4
1961107,431875,435313,06-Sep-14,1632,1
1961596,431015,432033,06-Sep-14,2138,1
1970475,431876,435041,07-Sep-14,935,1
1971378,419996,446401,07-Sep-14,1845,1
1971580,430086,425120,07-Sep-14,2049,1
1980364,430491,431746,08-Sep-14,930,2
1980700,430088,435423,08-Sep-14,1315,1
1981680,432198,435360,08-Sep-14,2010,1
1990395,429695,432315,09-Sep-14,955,1
1990674,429015,426438,09-Sep-14,1311,1
1990700,428228,428858,06-Sep-14,1250,1
1991039,424271,428356,09-Sep-14,1640,1
19A0028,431547,434332,10-Sep-14,28,3
19A0195,432552,433926,10-Sep-14,728,1
19A0244,429555,436696,10-Sep-14,825,2
19A0340,424534,429191,10-Sep-14,950,1
19A0474,421712,435118,10-Sep-14,1115,1
19A0520,428506,433960,10-Sep-14,1150,2
19A0621,421830,441204,10-Sep-14,1300,2
19A0669,420531,440217,10-Sep-14,1945,1
19A0747,428750,430778,10-Sep-14,1419,2
19A0823,427996,436017,10-Sep-14,1505,1
19A1171,436177,431168,10-Sep-14,1800,1
19B0365,428011,436389,05-Sep-14,930,1
19B0695,429008,433679,11-Sep-14,1240,2
19B0935,433183,433971,11-Sep-14,1520,1
19B1153,436007,437654,11-Sep-14,1708,1
19B1395,429846,433793,11-Sep-14,1710,1
19B1477,423807,430020,11-Sep-14,1940,1
19B1635,427806,430025,11-Sep-14,2120,1
19B1640,425092,438073,11-Sep-14,2100,1
19B1649,431160,430026,11-Sep-14,2100,1
19C0589,430089,431277,12-Sep-14,1215,1
19C0779,428904,435513,12-Sep-14,1446,1
19C0853,433163,433184,12-Sep-14,1515,1
19C1040,433502,434028,12-Sep-14,1635,1
19C1309,425557,432335,12-Sep-14,1900,1
19C1632,426984,440742,12-Sep-14,2207,1
19D0736,429789,433800,13-Sep-14,1215,8
19D1203,428495,434325,13-Sep-14,1725,1
19D1783,427349,437171,13-Sep-14,2312,1
19E0432,432471,434869,14-Sep-14,809,1
19E0643,428684,433031,14-Sep-14,1201,2
19E0853,432707,437431,14-Sep-14,1110,1
19E1214,428438,435713,14-Sep-14,1330,1
19E1473,432472,434870,14-Sep-14,2114,2
19F0282,419736,441450,15-Sep-14,845,1
19F0442,428618,440714,15-Sep-14,1040,2
19F0629,430150,430969,15-Sep-14,1245,1
19F1176,426932,427529,15-Sep-14,1816,1
19G0301,428143,431528,16-Sep-14,854,1
19G0591,431663,434484,16-Sep-14,1155,1
19G0953,431623,425223,16-Sep-14,1320,4
19G1041,429498,433319,16-Sep-14,1600,1
19G1168,430419,437829,16-Sep-14,1721,1
19H0222,432055,435968,17-Sep-14,724,1
19H0340,429961,430866,17-Sep-14,930,1
19H0472,432912,433543,17-Sep-14,1110,1
19H0585,421074,433287,17-Sep-14,1230,2
19H0965,433816,434050,17-Sep-14,1620,1
19H0975,424131,444007,17-Sep-14,1623,1
19H1265,429840,427589,17-Sep-14,1833,1
19H1592,421631,440843,17-Sep-14,2121,4
19H1625,429734,426972,17-Sep-14,2146,1
19I0274,429082,433519,18-Sep-14,845,1
19I0467,425162,429001,18-Sep-14,1030,1
19I1058,427421,434620,18-Sep-14,1640,1
19J0301,428169,436254,19-Sep-14,849,1
19J0588,432003,439729,19-Sep-14,1200,1
19J0826,430400,435423,12-Sep-14,730,1
19J0933,423301,434739,19-Sep-14,1516,2
19J0982,429687,428088,19-Sep-14,1538,1
19J1054,430350,433429,19-Sep-14,1612,1
19K0369,429940,430394,20-Sep-14,539,3
19K0428,432794,429523,20-Sep-14,712,2
19K0514,426106,437116,20-Sep-14,908,1
19K0792,420469,439596,20-Sep-14,1215,1
19K1055,431942,438112,20-Sep-14,1545,2
19L0679,431378,434237,21-Sep-14,1110,1
19M0270,433257,432969,22-Sep-14,1920,1
19M0313,422824,437763,22-Sep-14,830,1
19M0473,431849,435789,22-Sep-14,1030,2
19M0967,432093,436324,22-Sep-14,1544,1
19M1243,429958,427024,22-Sep-14,1753,2
19M1463,436053,434790,22-Sep-14,1800,1
19M1525,425638,426887,22-Sep-14,2123,1
19N0183,429412,428182,17-Sep-14,550,1
19N0254,436325,434204,23-Sep-14,745,1
19N0255,430090,431415,23-Sep-14,752,1
19N0295,434800,429089,23-Sep-14,820,1
19N1081,431120,429867,24-Sep-14,1340,1
19N1116,429790,435213,23-Sep-14,1610,1
19N1500,422901,433567,23-Sep-14,1710,1
19N1525,428260,435442,23-Sep-14,1952,1
19O0159,427592,431186,24-Sep-14,625,1
19O0245,426426,427163,24-Sep-14,840,1
19O0485,432459,434819,24-Sep-14,1146,1
19O0778,429914,433490,24-Sep-14,1425,1
19O1108,428461,434424,24-Sep-14,1707,1
19O1118,431711,435568,24-Sep-14,1700,2
19O1243,438430,436418,24-Sep-14,1800,2
19O1277,430950,435512,24-Sep-14,1819,1
19O1354,427888,432916,24-Sep-14,1900,1
19O1363,426285,435588,24-Sep-14,1910,2
19P0481,431447,433443,25-Sep-14,1045,1
19P1341,427250,433225,25-Sep-14,1500,1
19P1408,427418,437081,25-Sep-14,1919,1
19P1598,428906,435510,25-Sep-14,1945,1
19Q0608,432074,432131,26-Sep-14,1250,1
19Q0731,427743,432615,26-Sep-14,1440,1
19Q0967,427509,435384,24-Sep-14,1215,1
19Q1022,429947,431817,26-Sep-14,1707,1
19R1115,436471,428488,27-Sep-14,1537,1
19R1125,420422,446252,27-Sep-14,1629,1
19R1260,425505,440285,27-Sep-14,1748,4
19S0099,426765,438353,28-Sep-14,44,1
19S1387,428848,430136,24-Sep-14,645,1
19S1437,428372,431293,27-Sep-14,610,1
19T0253,436177,435946,29-Sep-14,830,1
19T0468,427322,437205,29-Sep-14,1035,1
19T0480,420483,433994,29-Sep-14,1047,1
19T0713,436278,434709,29-Sep-14,1215,1
19T0743,430646,433445,29-Sep-14,1125,1
19T0952,425443,437455,29-Sep-14,1540,1
19T1142,427812,427012,29-Sep-14,1642,1
19T1169,429051,432262,29-Sep-14,1658,1
19U0826,428140,435853,30-Sep-14,1451,1
19U0990,425006,438168,30-Sep-14,1610,1
19U1294,437661,444879,30-Sep-14,1730,1
1A10211,424904,436768,01-Oct-14,525,1
1A10334,429747,437057,01-Oct-14,858,1
1A10498,432491,430804,01-Oct-14,1035,1
1A10718,420297,439687,01-Oct-14,1325,1
1A10887,427944,436119,01-Oct-14,1504,1
1A10894,431433,432929,01-Oct-14,1505,1
1A11082,429836,426067,01-Oct-14,1626,1
1A11128,425829,438092,01-Oct-14,1657,1
1A20220,425954,435197,02-Oct-14,730,1
1A20331,438404,436410,02-Oct-14,845,1
1A20395,427393,434638,02-Oct-14,940,1
1A20662,427156,435718,06-Oct-14,1242,1
1A21064,430407,433684,02-Oct-14,1644,1
1A21226,426265,433448,02-Oct-14,1810,2
1A21233,424070,428295,02-Oct-14,1814,1
1A21276,429213,429950,02-Oct-14,1840,1
1A21470,428015,426158,02-Oct-14,2020,1
1A30185,431254,445733,03-Oct-14,631,1
1A30591,431603,431457,03-Oct-14,1145,1
1A30603,433076,429619,03-Oct-14,1050,1
1A30971,430790,433468,03-Oct-14,1550,1
1A31212,425135,428981,03-Oct-14,1805,1
1A31223,431090,433635,03-Oct-14,1630,1
1A40482,429943,427020,04-Oct-14,908,1
1A40620,427565,436878,04-Oct-14,1114,2
1A40849,430313,433457,04-Oct-14,849,1
1A40879,429885,435213,04-Oct-14,1434,1
1A41009,430633,439212,04-Oct-14,1645,1
1A41016,427574,436856,04-Oct-14,1553,1
1A41557,432429,433587,04-Oct-14,2130,1
1A50307,430204,433920,05-Oct-14,409,1
1A50656,420971,441675,05-Oct-14,1137,1
1A50825,428848,436552,05-Oct-14,1326,1
1A51187,432205,435905,05-Oct-14,1740,1
1A51602,421879,438316,05-Oct-14,1530,1
1A51652,430080,435434,05-Oct-14,2347,1
1A60194,425583,435052,06-Oct-14,730,1
1A60305,427971,431940,04-Oct-14,1430,1
1A60464,431525,434300,06-Oct-14,1109,1
1A60839,429889,433412,03-Oct-14,1335,1
1A70282,432063,435967,07-Oct-14,850,1
1A70469,429144,431781,07-Oct-14,1107,1
1A70953,429584,434806,07-Oct-14,1606,1
1A71638,432157,436139,07-Oct-14,2231,1
1A71714,444517,432446,07-Oct-14,2350,2
1A80174,429413,433944,08-Oct-14,707,2
1A80268,431550,431477,08-Oct-14,840,1
1A80776,428254,429639,08-Oct-14,1411,1
1A81247,429337,430477,08-Oct-14,1904,1
1A90026,422507,433995,09-Oct-14,30,1
1A90230,432281,435050,09-Oct-14,754,3
1A90297,435036,435823,09-Oct-14,846,2
1A90343,433722,436442,09-Oct-14,923,1
1A91030,431508,432628,09-Oct-14,1612,1
1A91065,435927,426611,10-Sep-14,1712,1
1AA0083,430949,433302,10-Oct-14,120,1
1AA0216,427147,430591,10-Oct-14,708,1
1AA0282,426769,438355,10-Oct-14,825,2
1AA0409,436216,435289,10-Oct-14,405,2
1AA0448,428967,436383,10-Oct-14,1025,2
1AA0453,427136,434788,10-Oct-14,1030,1
1AA0937,430892,436566,07-Oct-14,1445,1
1AA0966,429316,434038,10-Oct-14,1445,1
1AA1092,430056,433473,10-Oct-14,1700,2
1AA1113,429086,433604,10-Oct-14,1710,1
1AA1129,428122,426677,09-Oct-14,1800,2
1AA1487,429696,433423,10-Oct-14,1845,2
1AB0041,429966,433240,11-Oct-14,35,2
1AB0359,430429,433995,11-Oct-14,556,3
1AB0636,424223,435070,11-Oct-14,1142,1
1AB0766,427373,435963,11-Oct-14,1110,1
1AB0952,426804,435496,11-Oct-14,1500,1
1AB1058,428927,426437,11-Oct-14,1607,4
1AC0057,442047,434397,12-Oct-14,25,4
1AC0576,430805,433285,12-Oct-14,1055,1
1AC0915,427459,435446,12-Oct-14,1658,2
1AD0081,432020,434741,13-Oct-14,143,2
1AD0158,425065,434382,13-Oct-14,706,1
1AD0206,430354,438550,13-Oct-14,745,1
1AD0216,435431,439805,13-Oct-14,757,1
1AD0363,424765,435355,13-Oct-14,955,1
1AD0412,445256,431851,13-Oct-14,1024,1
1AE0339,435268,439754,14-Oct-14,936,2
1AE0730,426174,438742,14-Oct-14,1326,1
1AE0954,429543,434843,14-Oct-14,1530,1
1AE1113,442952,435328,14-Oct-14,1645,1
1AE1316,428327,426398,14-Oct-14,1815,1
1AF0056,432961,440276,15-Oct-14,110,1
1AF0252,424528,437061,15-Oct-14,800,1
1AF0415,420327,445620,15-Oct-14,1015,1
1AF0652,430654,434688,15-Oct-14,1251,1
1AF0780,428804,432747,15-Oct-14,1400,1
1AF0962,431923,438099,10-Oct-14,1630,1
1AF1320,429931,437064,15-Oct-14,1850,1
1AF1341,428097,434762,15-Oct-14,1900,1
1AF1426,430090,431350,15-Oct-14,1900,1
1AF1712,429692,432929,15-Oct-14,2340,2
1AG0293,436452,436053,16-Oct-14,901,1
1AG0491,427524,436945,16-Oct-14,850,1
1AG0593,429449,439424,16-Oct-14,1445,1
1AG1006,428435,429604,16-Oct-14,1437,1
1AG1189,431745,431417,16-Oct-14,1809,1
1AH0047,432592,427380,17-Oct-14,57,2
1AH0209,423047,437663,17-Oct-14,758,1
1AH0226,423809,439248,17-Oct-14,745,1
1AH0321,431371,435302,17-Oct-14,835,2
1AH0375,433258,434026,17-Oct-14,1000,2
1AH0546,441101,449222,17-Oct-14,1155,1
1AH0650,428268,429615,17-Oct-14,1255,1
1AH0887,436836,433727,17-Oct-14,1540,1
1AI0552,424100,431966,18-Oct-14,945,1
1AI0595,427891,432915,18-Oct-14,1030,1
1AI0791,433552,435959,18-Oct-14,1313,1
1AI0900,430641,433827,18-Oct-14,1405,2
1AI1088,423666,437574,17-Oct-14,1845,1
1AJ0005,429715,433798,19-Oct-14,5,1
1AJ0462,429100,433568,19-Oct-14,640,2
1AJ1391,430140,436301,19-Oct-14,1923,1
1AJ1579,441281,434629,19-Oct-14,2130,1
1AK0574,430988,428228,20-Oct-14,1234,1
1AK0755,431130,431930,20-Oct-14,1415,1
1AK1031,435431,439805,20-Oct-14,1707,2
1AK1498,440777,433031,20-Oct-14,1530,1
1AL0533,429915,432748,21-Oct-14,1134,1
1AL0594,428620,429665,21-Oct-14,1215,2
1AL0823,420356,434245,21-Oct-14,1509,1
1AL1175,431833,435635,21-Oct-14,1515,1
1AL1185,421541,439405,21-Oct-14,1720,1
1AM0193,430624,424778,22-Oct-14,730,1
1AM0501,431055,430949,22-Oct-14,1131,1
1AM0719,427486,434587,22-Oct-14,1340,1
1AM1093,432348,434941,22-Oct-14,1701,1
1AM1173,430338,434229,22-Oct-14,1730,1
1AN0179,434567,434448,23-Oct-14,658,1
1AN0185,428940,429855,23-Oct-14,705,1
1AN0267,428099,434744,23-Oct-14,800,1
1AN0293,429476,435414,23-Oct-14,854,1
1AN0560,430965,425763,23-Oct-14,1155,1
1AN0773,425214,437871,23-Oct-14,1421,2
1AN1108,432300,430872,23-Oct-14,1712,1
1AN1193,436172,434858,23-Oct-14,1715,1
1AN1261,431942,435812,23-Oct-14,1832,1
1AN1484,426554,427373,23-Oct-14,1629,1
1AN1602,425221,433296,23-Oct-14,2123,1
1AO0404,431003,431537,24-Oct-14,820,1
1AO0536,428770,434640,24-Oct-14,1113,1
1AO0567,432652,426899,24-Oct-14,1132,1
1AO0570,444010,445069,24-Oct-14,1130,1
1AO0969,418941,441967,24-Oct-14,1508,1
1AO1004,432427,433588,24-Oct-14,1520,3
1AO1373,428686,434950,24-Oct-14,1830,1
1AO1900,430616,432662,24-Oct-14,2322,1
1AP0557,426690,426930,25-Oct-14,940,1
1AP0611,427075,433510,25-Oct-14,1032,1
1AP0899,432351,432595,25-Oct-14,1342,2
1AP1208,443588,435652,25-Oct-14,1640,1
1AP1486,433554,435962,25-Oct-14,1930,1
1AP1749,425268,435275,25-Oct-14,2210,2
1AP1758,429457,434103,25-Oct-14,2215,3
1AQ0052,429234,438608,26-Oct-14,29,7
1AQ0539,432634,435852,26-Oct-14,905,1
1AQ1203,426720,431725,26-Oct-14,1653,1
1AQ1313,431881,435694,26-Oct-14,1808,3
1AQ1638,429828,438903,26-Oct-14,2120,1
1AR0581,429830,434413,27-Oct-14,1155,2
1AR0995,433549,436345,27-Oct-14,1550,1
1AR1157,430801,435343,27-Oct-14,1715,1
1AR1204,432000,435773,27-Oct-14,1738,1
1AR1254,427988,436019,27-Oct-14,1815,1
1AR1354,425369,428116,27-Oct-14,1925,1
1AS0043,434961,436425,28-Oct-14,54,1
1AS0326,428683,434946,28-Oct-14,900,1
1AS0450,428046,432046,28-Oct-14,1027,1
1AS0535,428718,435612,28-Oct-14,1121,1
1AS0563,432814,430332,28-Oct-14,1137,2
1AS0781,428865,433733,25-Oct-14,2245,1
1AS0964,428377,430177,28-Oct-14,1523,1
1AS1170,425680,426875,28-Oct-14,1500,2
1AS1271,425910,428150,28-Oct-14,1750,1
1AS1294,432952,436023,28-Oct-14,1822,2
1AT0802,426207,427804,29-Oct-14,1421,1
1AT1154,432017,427743,29-Oct-14,1723,2
1AT1540,428580,435200,29-Oct-14,2045,1
1AU0032,422019,434377,30-Oct-14,32,1
1AU0864,428083,432923,30-Oct-14,1310,1
1AU1216,435162,425904,30-Oct-14,1720,1
1AU1357,423914,435398,30-Oct-14,1830,1
1AU1556,432432,434842,30-Oct-14,2005,1
1AV0731,429559,431566,31-Oct-14,1246,1
1AV0800,427320,437206,31-Oct-14,1315,1
1AV0858,429139,433087,31-Oct-14,1350,1
1AV1055,427934,426303,31-Oct-14,1515,1
1AV1250,427803,434422,31-Oct-14,1635,1
1AV1394,441478,434642,31-Oct-14,1735,1
1B10030,428895,435611,01-Nov-14,49,1
1B10073,429950,434361,01-Nov-14,115,1
1B10642,430653,434697,01-Nov-14,827,2
1B10871,428355,429508,01-Nov-14,1154,3
1B11136,427550,433887,01-Nov-14,1439,1
1B11264,420960,434459,01-Nov-14,1553,1
1B11976,440387,449293,01-Nov-14,2200,1
1B21484,425327,429143,02-Nov-14,1920,1
1B30017,432532,442857,03-Nov-14,15,1
1B30462,425913,435516,03-Nov-14,1032,1
1B30911,437032,435641,03-Nov-14,1501,1
1B30930,430478,435322,03-Nov-14,1501,1
1B30993,430951,433304,03-Nov-14,1534,1
1B31067,428907,435508,03-Nov-14,1602,1
1B31254,431874,435519,03-Nov-14,1732,1
1B31734,438894,431283,03-Nov-14,2200,1
1B40557,424765,435355,04-Nov-14,1216,1
1B41281,430365,431175,04-Nov-14,1730,1
1B50219,432174,434628,05-Nov-14,801,1
1B50289,432129,435545,05-Nov-14,845,1
1B50453,427896,436200,05-Nov-14,1031,1
1B50727,431927,436776,05-Nov-14,1319,1
1B50739,426092,440072,05-Nov-14,1320,2
1B51134,432122,433606,05-Nov-14,1839,1
1B51356,428064,435958,05-Nov-14,1840,1
1B51769,431913,435719,05-Nov-14,2115,1
1B51927,431254,437507,05-Nov-14,2221,1
1B60116,424078,437276,05-Nov-14,1705,1
1B60264,430725,433590,06-Nov-14,804,1
1B60329,424219,434481,06-Nov-14,901,1
1B60487,420566,445261,06-Nov-14,1045,1
1B60528,426620,436225,06-Nov-14,1115,1
1B60538,433368,434901,06-Nov-14,1138,1
1B60560,433548,434056,06-Nov-14,1145,1
1B61535,430692,427039,06-Nov-14,1530,1
1B61737,429054,433525,06-Nov-14,2215,1
1B70977,429556,431566,07-Nov-14,1627,2
1B71058,418310,441354,07-Nov-14,1710,1
1B80598,437409,433304,08-Nov-14,1155,1
1B80877,427871,436243,08-Nov-14,1510,1
1B80904,421427,444386,08-Nov-14,1534,1
1B81041,424385,428120,08-Nov-14,1700,1
1B81081,428094,434585,08-Nov-14,1720,1
1B81231,432455,435818,08-Nov-14,1942,2
1B90642,424742,427921,09-Nov-14,1201,2
1B90939,429386,423388,09-Nov-14,1515,1
1B91114,430148,431458,09-Nov-14,1710,1
1B91268,433589,434478,09-Nov-14,1905,1
1B91312,428463,431349,09-Nov-14,1940,1
1B91364,424078,430343,09-Nov-14,2005,1
1BA0067,427083,433353,10-Nov-14,205,1
1BA0534,426777,426777,10-Nov-14,1157,1
1BA0827,440122,436711,10-Nov-14,1500,1
1BA1041,421765,435277,10-Nov-14,1500,1
1BA1337,426197,435503,10-Nov-14,1943,3
1BB0153,429134,432107,11-Nov-14,620,1
1BB0240,429868,428083,11-Nov-14,829,1
1BB0248,429677,434584,11-Nov-14,130,1
1BB0772,429910,436614,11-Nov-14,1420,1
1BB0893,425905,433709,11-Nov-14,1538,1
1BB0985,424867,444539,11-Nov-14,1615,1
1BB1123,423505,437906,11-Nov-14,1717,1
1BB1160,436661,436259,11-Nov-14,1737,1
1BB1163,426059,436372,11-Nov-14,1735,1
1BB1391,419602,445163,11-Nov-14,1740,1
1BC0195,430907,436553,12-Nov-14,800,1
1BC0488,429741,438838,12-Nov-14,1132,2
1BC0575,430657,434695,12-Nov-14,1234,2
1BC0783,429815,434402,12-Nov-14,1426,1
1BC0870,444502,432461,12-Nov-14,1510,1
1BC0993,430949,433302,12-Nov-14,1615,2
1BC1099,429650,424258,12-Nov-14,1705,1
1BC1349,430832,433303,12-Nov-14,1905,1
1BC1703,430817,433903,13-Nov-14,2334,1
1BD0612,421293,436310,13-Nov-14,1210,2
1BD0797,421007,434310,13-Nov-14,1354,3
1BD0891,441549,431856,13-Nov-14,1500,1
1BD0902,431495,430518,13-Nov-14,1511,1
1BD0941,429931,433602,13-Nov-14,1340,1
1BD1084,430700,433611,13-Nov-14,1630,1
1BD1354,428606,432888,13-Nov-14,1915,1
1BD1512,428359,433096,25-Oct-14,200,3
1BE0688,433592,432098,14-Nov-14,1257,1
1BE0816,428949,433438,14-Nov-14,1412,3
1BE1093,425977,429969,14-Nov-14,1630,4
1BE1165,431290,435357,13-Nov-14,2345,4
1BE1197,428972,433449,14-Nov-14,1645,1
1BE1361,433310,426327,14-Nov-14,1835,1
1BE1402,427506,425505,14-Nov-14,1900,2
1BE1861,429119,430983,14-Nov-14,2129,1
1BF0605,430374,433563,15-Nov-14,1039,1
1BF1032,427366,434653,15-Nov-14,1521,1
1BF1591,424574,439333,15-Nov-14,2035,1
1BF1645,427080,433505,15-Nov-14,2125,2
1BF1842,431682,434516,15-Nov-14,1530,1
1BG0026,419783,434063,16-Nov-14,10,2
1BG0184,427918,436162,16-Nov-14,155,1
1BG1455,428816,430385,16-Nov-14,2045,1
1BH0195,436153,440932,17-Nov-14,759,1
1BH0291,433700,427206,17-Nov-14,900,1
1BH1330,431881,435701,17-Nov-14,1900,1
1BH1357,429050,434511,17-Nov-14,1835,1
1BI1005,430878,426518,18-Nov-14,1720,1
1BI1148,428527,429633,18-Nov-14,1707,1
1BI1481,430832,434317,18-Nov-14,1935,2
1BI1641,429028,432103,18-Nov-14,1856,1
1BI1667,422461,440268,18-Nov-14,2143,5
1BJ0232,431063,430366,19-Nov-14,737,1
1BJ0252,430967,433429,19-Nov-14,745,1
1BJ0529,436196,435590,19-Nov-14,915,1
1BJ0607,427027,424759,19-Nov-14,1130,1
1BJ1049,429803,434430,19-Nov-14,1535,1
1BJ1252,426126,439211,19-Nov-14,1650,1
1BJ1487,434370,435182,19-Nov-14,1800,1
1BK0249,430941,435677,20-Nov-14,807,1
1BK0296,430808,435341,20-Nov-14,853,1
1BK0331,426378,435440,20-Nov-14,915,1
1BK0409,428397,433381,20-Nov-14,1015,2
1BK0931,428906,435514,20-Nov-14,1503,1
1BK1234,431910,434801,20-Nov-14,1720,1
1BK1413,427698,434469,20-Nov-14,1700,3
1BL0448,429309,435030,07-Nov-14,930,1
1BL1264,439019,431734,21-Nov-14,1830,5
1BL1451,431764,432386,21-Nov-14,2013,1
1BL1477,423875,428197,21-Nov-14,2025,2
1BL1723,429309,435030,21-Nov-14,2315,1
1BM0399,428560,431696,22-Nov-14,801,3
1BM0606,436245,435655,16-Nov-14,1100,1
1BM0808,441084,432375,22-Nov-14,1340,1
1BM0901,430951,435935,22-Nov-14,1457,4
1BM1325,430786,424518,22-Nov-14,1900,1
1BM1357,428418,435457,22-Nov-14,1840,1
1BN0022,429215,430037,23-Nov-14,22,1
1BN0662,435929,435431,23-Nov-14,1015,1
1BN0968,422662,444687,23-Nov-14,1541,1
1BN1340,429721,439316,23-Nov-14,1956,1
1BN1354,421479,434423,23-Nov-14,2009,1
1BO0190,420905,434495,24-Nov-14,707,1
1BO0266,430439,434380,24-Nov-14,840,1
1BO0392,427776,430743,24-Nov-14,1010,1
1BO0580,442043,445329,24-Nov-14,835,1
1BO0775,426352,433938,24-Nov-14,1354,1
1BO0998,441312,445249,24-Nov-14,1550,1
1BO1072,431917,430501,24-Nov-14,1630,1
1BO1098,445208,447085,24-Nov-14,1630,1
1BP0831,432248,436985,25-Nov-14,1530,1
1BP0851,429311,423387,25-Nov-14,1542,1
1BP1034,430593,434504,25-Nov-14,1745,1
1BP1159,425740,438723,25-Nov-14,1840,1
1BP1203,423040,437639,25-Nov-14,1914,1
1BP1384,429936,433352,25-Nov-14,2112,2
1BQ0164,423192,434656,26-Nov-14,655,1
1BQ0224,429457,430234,26-Nov-14,810,1
1BQ0330,432787,437176,26-Nov-14,942,1
1BQ0425,436295,434707,26-Nov-14,1051,1
1BQ1087,420499,445640,26-Nov-14,1754,1
1BQ1150,430494,425066,26-Nov-14,1825,1
1BR0178,428808,432612,26-Nov-14,1640,1
1BR0268,425453,434293,27-Nov-14,921,1
1BR0544,421923,433939,27-Nov-14,1225,2
1BR1318,432729,438445,27-Nov-14,2005,1
1BR1389,425965,426786,27-Nov-14,1910,1
1BS0244,438723,445898,28-Nov-14,725,2
1BS0335,418586,442905,28-Nov-14,820,1
1BS1245,429568,430336,28-Nov-14,1755,2
1BS1772,433698,433463,28-Nov-14,2055,1
1BT0117,425250,437877,29-Nov-14,131,1
1BT0737,428931,434594,29-Nov-14,1245,4
1BT0839,442909,435316,29-Nov-14,1351,4
1BT0892,424524,437059,29-Nov-14,1420,1
1BT1350,428441,429101,29-Nov-14,1800,2
1BT1587,430122,433776,29-Nov-14,1200,1
1BU0690,420843,434704,30-Nov-14,1140,1
1BU1087,431131,424778,30-Nov-14,1525,1
1BU1133,440547,448561,30-Nov-14,1555,3
1BU1574,430338,428139,30-Nov-14,2027,2
1C10352,428324,434431,01-Dec-14,928,1
1C10863,428516,431254,01-Dec-14,1458,1
1C11021,429913,433934,01-Dec-14,1609,1
1C11056,439480,426197,01-Dec-14,1629,1
1C11310,427876,434392,01-Dec-14,1430,1
1C20709,429987,433297,02-Dec-14,1255,1
1C21200,431660,426466,02-Dec-14,1738,1
1C21210,424066,428055,02-Dec-14,1740,2
1C21226,442967,431603,02-Dec-14,1745,1
1C21307,435718,437114,02-Dec-14,1705,1
1C30308,436171,434418,03-Dec-14,940,1
1C30631,434223,425860,03-Dec-14,1320,1
1C30790,436102,435590,03-Dec-14,1455,1
1C31091,430511,431207,03-Dec-14,1725,1
1C31273,427350,433286,03-Dec-14,1900,1
1C31455,427130,435641,03-Dec-14,1730,1
1C31592,425074,427853,03-Dec-14,2231,1
1C31658,429371,433782,03-Dec-14,2129,2
1C40188,439923,428815,04-Dec-14,736,3
1C40343,428106,426662,04-Dec-14,925,1
1C40667,434950,435636,04-Dec-14,830,1
1C41392,434470,433713,04-Dec-14,1920,1
1C50025,427734,431602,06-Dec-14,715,1
