Reference Number,Grid Ref: Easting,Grid Ref: Northing,Accident Date,Time (24hr),Casualties
38O1281,430424,424253,24/08/2016,1633,2
38O1409,421079,436764,24/08/2016,1650,1
38O1506,431935,435780,24/08/2016,1640,1
38O1671,434702,434556,24/08/2016,1926,1
38O1845,423945,435413,24/08/2016,2057,1
38P0284,444731,436447,25/08/2016,742,1
38P0301,420319,445470,24/08/2016,1845,1
38P0901,429479,427285,24/08/2016,1215,1
38P1011,440389,433269,25/08/2016,1505,2
38P1020,429964,430996,25/08/2016,1510,2
38P1294,432096,435513,25/08/2016,1700,1
38P1414,430295,433389,25/08/2016,1800,1
38P1548,425420,433191,25/08/2016,1920,1
38Q0123,426481,430171,23/09/2016,16,1
38Q0585,430079,433774,26/08/2016,1154,1
38Q0698,427914,434616,26/08/2016,1245,1
38Q0879,431208,433686,26/08/2016,1408,1
38Q0909,424636,444930,26/08/2016,1420,1
38Q1331,429400,433822,26/08/2016,1714,1
38Q1557,428893,431659,26/08/2016,1900,2
38R0191,429004,429914,27/08/2016,151,1
38R0836,440007,439595,27/08/2016,1225,1
38R1027,419444,432681,27/08/2016,1413,2
38R2158,435431,439805,27/08/2016,2158,2
38S0061,428100,434754,27/08/2016,2300,1
38S0331,431907,428158,28/08/2016,604,1
38S0547,430720,428166,28/08/2016,1045,1
38S0582,440175,438896,28/08/2016,1130,1
38S0736,441357,445063,28/08/2016,1300,1
38S1196,434924,433092,28/08/2016,1705,1
38S1482,431418,434089,28/08/2016,1000,1
38S1854,430694,433001,28/08/2016,2245,1
38T0435,438926,433971,29/08/2016,709,1
38T1569,432303,438830,29/08/2016,1855,1
38T1944,432438,434836,29/08/2016,2142,2
38U0330,432057,435969,30/08/2016,740,1
38U0443,428722,437083,30/08/2016,1003,1
38U1015,428943,425984,30/08/2016,1507,1
38U1180,434629,435509,30/08/2016,1615,1
38U1210,429509,431018,30/08/2016,1630,1
38U1418,427161,433522,30/08/2016,1630,1
38V0289,425106,427356,31/08/2016,735,1
38V0296,431249,445734,31/08/2016,746,2
38V0314,428967,433445,31/08/2016,755,1
38V1144,428898,439998,31/08/2016,1604,1
38V1336,431691,435736,31/08/2016,1800,1
38V1509,427299,433371,31/08/2016,1930,1
3910228,435910,425857,01/09/2016,655,1
3910363,432820,432033,01/09/2016,922,1
3910399,428543,434276,01/09/2016,947,1
3910481,434993,425884,01/09/2016,1054,2
3911134,431085,434206,01/09/2016,750,1
3911223,424984,432685,01/09/2016,1732,1
3911896,440117,445945,01/09/2016,1725,2
3920666,420804,436820,02/09/2016,1155,2
3920679,431190,434501,02/09/2016,1200,1
3920772,432625,434590,02/09/2016,1300,1
3921129,425421,443198,02/09/2016,1540,2
3921235,429738,430550,02/09/2016,1630,1
3921278,420622,433728,02/09/2016,1645,3
3921283,422023,434372,02/09/2016,1625,1
3921395,436138,435674,02/09/2016,1730,1
3921449,429479,431201,02/09/2016,1807,1
3930215,431514,438536,03/09/2016,235,1
3930839,422424,432775,03/09/2016,1305,1
3930957,431229,434786,03/09/2016,1425,6
3931321,427519,435875,03/09/2016,1530,1
3931892,428750,434077,03/09/2016,2350,1
3940394,428526,432685,04/09/2016,800,1
3940520,423345,444486,04/09/2016,1025,3
3941118,437762,432564,04/09/2016,1630,4
3941184,431919,435708,04/09/2016,1107,1
3950236,429615,426434,05/09/2016,618,1
3950384,425907,428597,05/09/2016,925,1
3950667,436816,443228,05/09/2016,1300,1
3951224,428520,433927,05/09/2016,1650,1
3960599,430711,436959,09/09/2016,1205,1
3960729,432183,433601,06/09/2016,1307,1
3960903,421146,439328,06/09/2016,1445,1
3970563,430277,431184,31/08/2016,900,1
3971286,429561,431591,07/09/2016,1705,1
3971440,435070,435737,07/09/2016,1814,1
3980286,427322,437204,08/09/2016,820,1
3980593,431233,433776,08/09/2016,1140,1
3981785,427300,426244,08/09/2016,2220,2
3990592,434673,428174,09/09/2016,1142,1
3990740,418152,442485,09/09/2016,1303,1
3990889,430466,435596,09/09/2016,1405,2
39A1569,436761,437359,10/09/2016,1930,2
39A2102,429283,435052,10/09/2016,2345,1
39B0466,425635,433081,10/09/2016,1145,3
39B0766,431911,432896,11/09/2016,1135,4
39B0890,429627,426921,11/09/2016,1231,1
39C0309,431334,430535,12/09/2016,840,1
39C1406,423162,435004,12/09/2016,1700,1
39C1804,433090,435295,12/09/2016,2138,1
39D0001,445976,431196,13/09/2016,1925,1
39D0191,428327,430445,13/09/2016,350,1
39D0394,424928,427644,13/09/2016,855,3
39D0592,419073,444870,13/09/2016,1050,1
39D0889,430895,435533,13/09/2016,1335,1
39D1125,438218,440485,13/09/2016,1525,1
39D1442,426287,435737,13/09/2016,1620,3
39E1119,429238,437207,14/09/2016,1545,1
39E1128,430756,438436,14/09/2016,1545,1
39F0065,428089,435417,15/09/2016,51,1
39F0994,425731,428087,15/09/2016,1415,1
39F1107,427797,434429,15/09/2016,1521,1
39F1406,429492,439370,15/09/2016,1730,1
39F1462,428510,433040,15/09/2016,1805,3
39F1824,427275,433490,15/09/2016,2030,1
39G0414,429859,433411,16/09/2016,929,1
39G0908,429897,436857,16/09/2016,1410,1
39G1195,422077,434191,16/09/2016,1540,1
39G1212,420048,437089,16/09/2016,1640,3
39G1331,431494,435607,16/09/2016,1735,1
39G1445,429344,439071,16/09/2016,1820,4
39G1452,429116,432175,16/09/2016,1820,1
39G1621,431012,424619,16/09/2016,1930,1
39G1786,431399,435025,16/09/2016,2101,1
39H0171,432781,439114,17/09/2016,205,1
39H0967,432341,433706,17/09/2016,1417,1
39H1391,424526,437060,17/09/2016,1809,1
39H1871,431210,433748,17/09/2016,2208,2
39I0261,442623,428166,18/09/2016,255,1
39I1394,428608,431571,18/09/2016,1745,1
39I1421,431158,435487,18/09/2016,1744,2
39J0232,430756,436699,19/09/2016,730,1
39J0486,420356,434252,19/09/2016,1015,1
39J0616,418781,441812,19/09/2016,1205,1
39J1233,434915,433573,19/09/2016,1645,1
39J1326,424206,428254,19/09/2016,1750,1
39J1630,430051,432663,19/09/2016,2010,1
39K1189,428136,435845,20/09/2016,1455,1
39K1397,428842,433988,20/09/2016,1820,1
39K1553,423828,431583,20/09/2016,1925,1
39K1759,429858,432313,16/09/2016,905,1
39K1763,428822,430309,20/09/2016,2115,1
39K1936,431884,435515,20/09/2016,2245,2
39L0583,422589,433727,21/09/2016,1030,1
39L1121,429120,433860,28/09/2016,1800,1
39L1262,424640,434863,21/09/2016,1700,1
39L1271,430682,433457,21/09/2016,1630,1
39L1283,427019,433108,21/09/2016,1645,1
39L1709,431673,434504,21/09/2016,1959,1
39L1808,429352,433479,21/09/2016,1700,1
39L1956,430684,439154,21/09/2016,2210,1
39M0211,433091,429114,22/09/2016,555,1
39M0509,432788,431994,22/09/2016,1045,2
39M1007,426113,434359,22/09/2016,1520,1
39M1162,429847,438427,22/09/2016,1627,1
39M1265,427557,431339,22/09/2016,1710,1
39N0215,428410,432473,23/09/2016,715,1
39N0257,432630,435851,23/09/2016,808,1
39N0313,426692,435792,23/09/2016,856,1
39N0356,430918,436095,23/09/2016,921,1
39N0868,440872,433587,23/09/2016,1355,1
39N0869,420017,434132,23/09/2016,1400,1
39N1193,424127,444007,23/09/2016,1448,1
39N1212,429380,437282,23/09/2016,1645,1
39N1408,435303,435081,23/09/2016,1822,1
39N1617,434202,436976,23/09/2016,1954,1
39O1133,428668,437025,24/09/2016,1605,1
39O1214,433487,425871,24/09/2016,1645,6
39O1270,430267,433740,24/09/2016,1709,1
39O1970,429038,433535,24/09/2016,2300,1
39P0142,429886,434288,25/09/2016,130,1
39P1178,432875,438292,25/09/2016,1630,1
39Q0144,422426,441621,26/09/2016,438,1
39Q0216,436917,434335,26/06/2016,731,3
39Q0233,436376,434159,26/09/2016,745,1
39Q0568,420499,445086,26/09/2016,1135,1
39Q1211,428146,434736,26/09/2016,1700,1
39Q1333,431790,430472,26/09/2016,1807,1
39Q1420,424562,439326,26/09/2016,1851,2
39R0494,427328,437198,27/09/2016,1055,1
39R1124,427974,433616,27/09/2016,1644,1
39R1295,431017,428491,27/09/2016,1800,1
39R1493,426324,438210,27/09/2016,1946,2
39S0355,431521,435147,28/09/2016,900,1
39S0408,427239,433283,28/09/2016,1900,1
39S1096,428719,435612,28/09/2016,1602,1
39S1313,428786,434035,28/09/2016,1742,1
39S1750,428912,435505,28/09/2016,2100,1
39S1947,429661,433427,28/09/2016,2245,1
39T0230,424469,433646,29/09/2016,729,1
39T0599,436188,434342,29/09/2016,1137,1
39T1208,428224,430048,29/09/2016,1650,1
39T1212,429137,435242,26/09/2016,1645,4
39T1525,428838,436575,29/09/2016,1430,2
39T1918,434066,433354,02/09/2016,1800,1
39U0240,430659,433341,30/09/2016,710,1
39U0644,441943,430107,30/09/2016,1214,1
39U0725,428140,435853,30/09/2016,1300,1
39U0971,430720,432922,30/09/2016,1459,1
39U1015,421768,441096,30/09/2016,1730,1
39U1128,428387,434396,30/09/2016,1607,1
39U1180,425941,426736,30/09/2016,1630,1
39U1332,434740,435278,30/09/2016,1200,1
39U1363,428221,435780,30/09/2016,1759,1
3A10435,431373,432075,01/10/2016,807,1
3A10917,428168,429225,01/10/2016,1550,1
3A20597,430716,438975,02/10/2016,1020,1
3A20789,432826,436278,02/10/2016,1200,1
3A21014,429232,435447,02/10/2016,1400,1
3A21342,422938,443093,02/10/2016,1725,1
3A21653,439305,432352,02/10/2016,1830,1
3A21928,431410,435023,02/10/2016,2302,1
3A30201,431535,426379,03/10/2016,740,2
3A30237,425707,435410,03/10/2016,820,1
3A30995,429862,433797,03/10/2016,1545,1
3A31406,436137,427930,03/10/2016,500,1
3A31453,424506,434441,03/10/2016,1745,1
3A31485,427600,436795,03/10/2016,1911,1
3A40219,439316,432380,04/10/2016,748,1
3A40325,437575,433215,03/10/2016,1630,1
3A40735,432794,434287,04/10/2016,1307,1
3A41340,432221,433184,04/10/2016,1800,1
3A50232,435674,434794,05/10/2016,850,1
3A50248,427963,433621,05/10/2016,837,1
3A50290,436330,434209,05/10/2016,900,1
3A50563,431885,435518,05/10/2016,1205,4
3A50621,431224,435382,05/10/2016,1231,1
3A50971,429985,430873,05/10/2016,1545,1
3A51032,429720,433371,04/10/2016,1730,1
3A51116,432606,429608,05/10/2016,1713,1
3A51165,430167,426434,05/10/2016,1738,1
3A60460,430576,433446,06/10/2016,1000,1
3A60627,419223,441807,06/10/2016,1200,1
3A60800,429569,434238,06/10/2016,845,1
3A61101,431960,435132,06/10/2016,1605,1
3A70270,429934,434859,07/10/2016,845,1
3A70364,426805,433455,07/10/2016,952,1
3A70400,427506,425505,07/10/2016,1010,3
3A71446,430718,433603,07/10/2016,300,1
3A71626,432326,434521,07/10/2016,2140,4
3A71770,429239,433856,07/10/2016,2250,1
3A80333,430457,433358,08/10/2016,200,1
3A82055,429798,433928,08/10/2016,2339,4
3A90433,443587,434483,09/10/2016,755,1
3A91611,426190,437490,09/10/2016,2031,1
3AA0473,424081,434519,10/10/2016,1103,2
3AA0796,427835,430566,10/10/2016,1406,1
3AA1026,425024,435604,10/10/2016,1600,1
3AA1109,433560,435930,10/10/2016,1650,1
3AA1173,429241,433849,10/10/2016,1645,1
3AA1241,430018,434178,10/10/2016,1745,1
3AA1290,427009,440083,10/10/2016,1820,1
3AA1344,428510,433070,10/10/2016,1845,1
3AA1428,433168,435237,10/10/2016,1923,1
3AA1713,426811,429065,10/10/2016,1730,1
3AA1830,426136,428967,20/10/2016,2218,1
3AB0314,424784,437960,11/10/2016,918,1
3AB0467,431826,435623,11/10/2016,1055,1
3AB0707,426647,433496,11/10/2016,1315,2
3AB0726,422069,433180,11/10/2016,1245,1
3AB1043,426991,427914,11/10/2016,1605,1
3AB1304,430115,434221,11/10/2016,1800,1
3AB1405,423374,437432,11/10/2016,1705,1
3AC1035,431457,434590,12/10/2016,1610,1
3AD0174,426936,443904,13/10/2016,530,1
3AD0263,423481,437594,13/10/2016,833,1
3AD0306,427469,433688,13/10/2016,800,1
3AD0479,432185,431000,13/10/2016,1114,1
3AD0563,430033,434159,13/10/2016,1056,1
3AD0701,424076,434514,13/10/2016,1333,1
3AD0848,422889,437518,13/10/2016,1450,1
3AD1015,429137,435242,13/10/2016,1605,2
3AD1157,430850,435449,13/10/2016,1717,6
3AD1358,434644,434313,13/10/2016,1856,1
3AD1575,418155,442420,13/10/2016,2049,1
3AE0209,424467,437099,14/10/2016,700,1
3AE0267,430392,432168,14/10/2016,815,1
3AE0273,430263,431947,14/10/2016,823,2
3AE0276,419439,445089,14/10/2016,825,2
3AE0425,425697,432088,13/10/2016,1515,1
3AE0501,431387,428096,02/10/2016,800,1
3AE0966,422271,433453,14/10/2016,1100,1
3AE1165,428987,432348,14/10/2016,1710,1
3AE1458,426832,438715,14/10/2016,1925,1
3AF0590,420590,433819,15/10/2016,1050,2
3AF0903,431832,435632,15/10/2016,1414,3
3AF1482,429255,438589,15/10/2016,1906,4
3AG0510,440606,448125,16/10/2016,1200,1
3AG0599,430218,434371,16/10/2016,1039,4
3AG1321,421708,435106,16/10/2016,1735,1
3AH0238,428427,428662,17/10/2016,830,1
3AH1012,435318,439376,17/10/2016,1615,1
3AI0424,422723,437829,18/10/2016,1026,1
3AI0512,429961,431811,18/10/2016,1131,1
3AI0999,424139,428159,18/10/2016,1610,2
3AI1210,426046,428250,18/10/2016,1610,1
3AJ0450,429776,438891,19/10/2016,1440,1
3AJ0508,440117,439660,19/10/2016,1150,1
3AJ0659,425467,432874,15/10/2016,1420,4
3AJ0978,428896,425982,19/10/2016,1545,2
3AJ1322,427421,435989,19/10/2016,1900,1
3AJ1419,432548,434901,19/10/2016,1946,1
3AJ1442,432437,433773,19/10/2016,1958,1
3AK0298,431805,435832,20/10/2016,800,3
3AK0502,434070,428866,20/10/2016,700,1
3AK0616,428129,430352,20/10/2016,645,1
3AK0900,429663,433431,20/10/2016,1115,1
3AK1016,426433,433303,20/10/2016,1527,2
3AK1051,427915,430175,20/10/2016,1559,4
3AK1157,431847,427707,20/10/2016,1640,1
3AK1380,431896,434951,20/10/2016,1830,1
3AK1641,433290,434051,20/10/2016,2035,1
3AL0193,425213,437870,21/10/2016,709,1
3AL0206,429826,434396,21/10/2016,720,1
3AL0251,433863,429534,21/10/2016,815,1
3AL0691,428534,434285,20/10/2016,1840,3
3AL1264,430250,433231,21/10/2016,1740,1
3AL1893,436133,435578,21/10/2016,2255,1
3AM0599,429892,433800,22/10/2016,1120,1
3AM1126,429655,433381,22/10/2016,1618,1
3AM1209,432570,428094,22/10/2016,1700,5
3AM1263,435801,426891,22/10/2016,1650,2
3AM1372,428463,431349,22/10/2016,1830,2
3AM1609,419828,440701,22/10/2016,2045,1
3AN0678,417877,443330,23/10/2016,1145,1
3AN0822,422771,428675,23/10/2016,1321,1
3AN1034,419960,434130,23/10/2016,1516,4
3AN1036,430587,425741,23/10/2016,1518,1
3AN1449,429237,438605,23/10/2016,1845,3
3AO0327,428686,434950,24/10/2016,900,1
3AO0549,427844,430860,24/10/2016,910,2
3AO0750,430716,435010,24/10/2016,1342,1
3AO0993,428601,432822,24/10/2016,1538,2
3AO1002,424929,427641,22/10/2016,1430,1
3AO1097,433877,436496,24/10/2016,1625,1
3AO1221,431450,435578,24/10/2016,1715,2
3AP0255,432177,434627,25/10/2016,702,1
3AP0288,428629,434184,25/10/2016,715,1
3AP0995,430833,434014,25/10/2016,1557,1
3AP1308,430222,434406,25/10/2016,1821,1
3AP1417,431885,434905,25/10/2016,1630,1
3AQ0302,436233,434285,26/10/2016,835,1
3AQ0489,430576,433446,26/10/2016,1115,1
3AQ0622,428674,434618,26/10/2016,1251,2
3AQ0775,442390,445860,26/10/2016,1408,1
3AQ0911,443616,435523,26/10/2016,1514,3
3AQ1178,429255,435644,26/10/2016,1710,1
3AQ1413,431253,437843,26/10/2016,1850,1
3AQ1464,436173,434517,26/10/2016,1755,1
3AQ1580,420965,434367,26/10/2016,1700,1
3AR1122,429826,432960,27/10/2016,1635,1
3AR1181,427519,433839,27/10/2016,1700,1
3AR1229,431624,426417,27/10/2016,1730,1
3AR1956,428044,435069,27/10/2016,2335,3
3AS0267,430784,433454,28/10/2016,708,1
3AS0285,434619,441231,28/10/2016,730,1
3AS0296,427954,430306,28/10/2016,735,1
3AS0532,431002,435795,27/10/2016,1200,1
3AS1083,424112,434586,28/10/2016,1600,1
3AS1114,426835,438058,28/10/2016,1610,1
3AT0612,438888,432555,29/10/2016,1009,1
3AT0735,431202,429737,29/10/2016,1130,1
3AT0945,429739,433540,29/10/2016,1340,1
3AT1230,427726,436479,29/10/2016,1610,1
3AT1477,430247,433241,29/10/2016,1825,1
3AT1878,429533,439290,29/10/2016,2150,1
3AU0297,428098,434518,30/10/2016,140,2
3AU0624,427090,426097,30/10/2016,748,2
3AU0629,436470,434065,30/10/2016,535,1
3AU1390,420591,440142,30/10/2016,1614,2
3AU1758,428837,436575,30/10/2016,1800,2
3AV0382,429588,434699,31/10/2016,930,1
3AV0551,436182,434467,31/10/2016,1119,2
3AV1403,438513,430325,31/10/2016,1800,1
3AV1506,431937,439283,31/10/2016,1810,1
3B10350,431909,435733,01/11/2016,835,1
3B10454,430839,434003,01/11/2016,745,1
3B11347,430236,434413,01/11/2016,2330,2
3B20189,430147,437574,02/11/2016,725,1
3B20858,424151,428163,02/11/2016,1418,2
3B21094,431913,435719,02/11/2016,1600,1
3B21115,428718,426013,02/11/2016,1614,2
3B21169,429030,431750,02/11/2016,1645,5
3B21483,429788,430628,02/11/2016,1900,1
3B30341,431491,435123,03/11/2016,915,1
3B30392,441055,432040,03/11/2016,950,2
3B30883,422651,428775,02/11/2016,1730,1
3B30992,430458,431163,03/11/2016,1510,1
3B31024,433423,437240,03/11/2016,1529,5
3B31108,431724,428501,03/11/2016,1530,1
3B31234,428294,432863,03/11/2016,1657,1
3B31258,427420,434987,03/11/2016,1710,1
3B31302,430940,433494,03/11/2016,1733,3
3B40563,440773,433630,04/11/2016,1140,1
3B41069,426798,426674,04/11/2016,610,1
3B41240,419520,441505,04/11/2016,1708,1
3B41326,430398,427022,04/12/2016,1725,1
3B42162,429941,425134,04/11/2016,2244,1
3B42296,438484,436400,04/11/2016,2340,3
3B50364,436029,435907,05/11/2016,642,1
3B50951,430975,440089,05/11/2016,1430,1
3B51014,425162,429001,05/11/2016,1505,1
3B51148,427015,433112,05/11/2016,1615,1
3B51456,444010,433772,05/11/2016,1840,1
3B51465,429308,435027,05/11/2016,1847,1
3B60634,430062,433712,06/11/2016,1116,1
3B60653,435294,428484,06/11/2016,1040,1
3B60786,428756,432720,06/11/2016,1305,1
3B60860,421480,434420,06/11/2016,1345,1
3B61565,440487,433554,16/11/2016,1540,1
3B61607,431139,434296,06/11/2016,2115,2
3B70167,431077,430359,07/11/2016,725,1
3B70768,431317,429063,07/11/2016,1411,1
3B71247,428700,437062,05/11/2016,1800,2
3B71304,431752,434601,07/11/2016,1830,1
3B71577,427845,436278,07/11/2016,2050,1
3B80261,433045,435647,08/11/2016,826,1
3B80400,429203,434166,08/11/2016,1035,1
3B90682,444754,431575,09/11/2016,1310,1
3B91785,426006,435581,09/11/2016,2200,1
3BA0141,434335,430251,10/11/2016,630,1
3BA1417,429267,430600,10/11/2016,1934,1
3BB0187,425635,433081,11/11/2016,643,3
3BB0447,430869,434149,11/11/2016,1030,1
3BB0675,428876,430996,11/11/2016,1230,1
3BB0901,438710,436418,11/11/2016,1431,1
3BB1024,435333,437202,11/11/2016,1500,1
3BB1305,431965,430322,11/11/2016,1725,2
3BB1460,428534,429913,11/11/2016,1845,4
3BB1532,428504,433188,11/11/2016,1905,2
3BC0124,434922,431248,12/11/2016,2000,2
3BC0497,421579,441918,12/11/2016,1012,2
3BC0971,430369,433487,13/11/2016,1510,1
3BC1523,426322,428490,12/11/2016,2015,1
3BD0024,435336,425916,13/11/2016,15,1
3BD0722,435542,438369,13/11/2016,1245,1
3BD1198,421615,428453,13/11/2016,1649,1
3BD1355,429354,435427,13/11/2016,1809,1
3BE0900,421539,428486,14/11/2016,1509,1
3BE1121,427310,431077,14/11/2016,1650,1
3BE1843,427490,434585,14/11/2016,2325,2
3BF0214,428429,428746,15/11/2016,840,1
3BF0231,427701,434723,15/11/2016,720,1
3BF0359,429307,436104,15/11/2016,932,1
3BF0864,431017,428491,15/11/2016,1458,1
3BG0496,429908,430801,16/11/2016,1057,2
3BG1281,443088,440868,16/11/2016,1810,2
3BG1629,431755,427744,16/11/2016,2115,1
3BH0150,427746,430065,17/11/2016,500,1
3BH0189,437718,425303,17/11/2016,651,2
3BH0260,429929,438749,17/11/2016,820,1
3BH0287,439474,426147,17/11/2016,845,1
3BH1121,429098,435485,17/11/2016,1719,1
3BH1171,429277,433992,17/11/2016,1740,2
3BH1227,430965,433433,17/11/2016,815,1
3BH1313,428583,435670,17/11/2016,1900,1
3BH1399,427401,435807,15/11/2016,1950,1
3BI0482,429213,438668,18/11/2016,1100,1
3BI0582,423891,434285,18/11/2016,1200,1
3BI0879,434778,438016,18/11/2016,1450,1
3BI1032,432678,437954,18/11/2016,1614,1
3BI1116,430368,433926,17/11/2016,1740,1
3BI1135,434444,427966,18/11/2016,1710,1
3BI1257,419608,445156,18/11/2016,1700,1
3BI1344,424228,428288,18/11/2016,1905,1
3BJ0486,428925,433412,19/11/2016,1100,1
3BJ0491,442682,426423,19/11/2016,1110,1
3BJ0594,428030,431100,19/11/2016,1230,1
3BJ0741,431592,439586,19/11/2016,1350,3
3BJ0893,430113,434139,19/11/2016,1410,1
3BJ1702,430144,433201,19/11/2016,2253,1
3BK0718,430306,427711,20/11/2016,1215,1
3BK0798,430773,433449,20/11/2016,1815,2
3BK0866,430647,436613,18/11/2016,800,1
3BL0635,436030,434885,21/11/2016,1235,1
3BL1023,429243,433900,21/11/2016,1623,1
3BL1064,431045,430367,21/11/2016,1640,1
3BL1111,442050,445324,21/11/2016,1730,1
3BL1320,430694,434544,21/11/2016,1830,1
3BM0042,420481,440298,22/11/2016,57,2
3BM0223,425829,432180,22/11/2016,735,1
3BM0826,426648,433498,20/11/2016,1830,2
3BM0872,418935,441819,22/11/2016,1458,2
3BM0985,420014,445437,22/11/2016,1545,1
3BM1064,426990,433440,22/11/2016,1630,1
3BM1134,426289,435591,22/11/2016,1700,1
3BM1243,442482,435031,22/11/2016,1755,1
3BM1255,443324,438915,22/11/2016,1800,3
3BM1321,427081,433503,22/11/2016,1830,1
3BM1335,431318,434910,22/11/2016,1835,2
3BM1428,432025,438850,22/11/2016,1940,3
3BM1725,424676,434994,22/11/2016,2235,1
3BN1149,424102,428132,23/11/2016,1630,2
3BN1494,421166,440434,23/11/2016,1930,1
3BN1725,431620,437088,23/11/2016,1850,1
3BO0511,430559,428397,24/11/2016,1105,1
3BO0619,443464,438521,24/11/2016,1205,2
3BO0666,434944,425886,24/11/2016,1225,3
3BO1351,436564,435582,24/11/2016,1810,1
3BP0227,429115,423538,25/11/2016,700,2
3BP1040,431230,445729,25/11/2016,1039,2
3BP1128,427739,425804,25/11/2016,1633,3
3BP1354,437198,444242,25/11/2016,1815,1
3BP1369,423071,427971,25/11/2016,1820,2
3BQ0874,423161,442801,26/11/2016,1340,1
3BQ0961,429785,430612,26/11/2016,1436,1
3BQ1709,429092,429970,26/11/2016,2045,2
3BQ1977,430638,434240,26/11/2016,2340,1
3BR0698,429707,439017,27/11/2016,1205,1
3BS0240,431777,435872,28/11/2016,805,1
3BS0556,424123,431724,28/11/2016,1205,3
3BS0594,436355,433759,28/11/2016,1125,1
3BS0604,427404,431410,28/11/2016,1204,1
3BS1179,436086,434786,28/11/2016,1655,1
3BS1390,422301,436846,28/11/2016,1835,3
3BT0022,430023,435534,29/11/2016,23,1
3BT0205,433184,433971,29/11/2016,730,1
3BT0210,438467,432693,28/11/2016,1707,1
3BT0231,427953,433261,29/11/2016,755,1
3BT0269,441660,449694,29/11/2016,845,1
3BT0289,441728,427895,29/11/2016,859,1
3BT0753,435544,438371,29/11/2016,1400,2
3BT0971,429014,430280,29/11/2016,1631,2
3BT1030,428448,429069,29/11/2016,1705,1
3BT1430,430340,428060,29/11/2016,2045,2
3BU1231,429048,431765,30/11/2016,1729,3
3BU1372,436859,433644,30/11/2016,1835,1
3BU1379,437235,425772,30/11/2016,1845,2
3BU1398,428659,433169,30/11/2016,1830,1
3BU1531,435426,425916,30/11/2016,2005,1
3C10461,440693,437411,01/12/2016,1030,3
3C10716,432256,433354,01/12/2016,1245,1
3C11000,428434,429576,01/12/2016,1528,1
3C11170,423206,432712,01/12/2016,1649,1
3C11303,428653,433908,01/12/2016,2020,1
3C11311,443986,433831,01/12/2016,1731,1
3C11780,429881,432146,01/12/2016,1115,1
3C20271,435721,435145,02/12/2016,729,1
3C20483,428955,435473,02/12/2016,1010,1
3C20550,431992,430825,02/12/2016,1100,1
3C20633,423085,434936,02/12/2016,1156,1
3C20873,420314,445457,02/12/2016,1116,1
3C20895,419394,441914,30/11/2016,729,1
3C21495,424693,435013,02/12/2016,1345,1
3C30010,430249,433229,03/12/2016,10,1
3C31059,430714,434646,03/12/2016,1530,1
3C31145,430235,425114,03/12/2016,1605,1
3C31947,440628,448612,03/12/2016,2321,1
3C40351,425431,434306,04/12/2016,451,1
3C40794,435025,434969,04/12/2016,1251,2
3C40865,432213,434656,04/12/2016,1335,2
3C40941,431470,433501,04/12/2016,1422,1
3C41053,435737,436946,04/12/2016,1526,3
3C41203,430759,439910,04/12/2016,1645,3
3C41220,432240,426274,04/12/2016,1610,2
3C41498,436776,443749,04/12/2016,1925,1
3C50563,430547,435123,05/12/2016,1215,1
3C50993,429956,430864,05/12/2016,1605,2
3C51045,419211,441839,05/12/2016,1300,2
3C60203,421099,439898,06/12/2016,708,1
3C60453,429942,425127,06/12/2016,1110,1
3C60720,429769,433923,06/12/2016,1700,1
3C60890,428652,436834,07/12/2016,1525,1
3C61154,430101,431501,06/12/2016,1742,1
3C70212,424277,428350,07/12/2016,634,1
3C70241,426223,427463,07/12/2016,722,1
3C70262,436851,428990,07/12/2016,741,1
3C70300,428918,433406,07/12/2016,743,1
3C70383,431768,434246,08/12/2016,905,1
3C70422,429246,432157,07/12/2016,930,1
3C70742,428944,433439,07/12/2016,1255,2
3C71022,424338,435319,07/12/2016,1510,1
3C71157,432934,440131,07/12/2016,1615,1
3C71162,429872,433414,07/12/2016,1615,1
3C71177,419257,445183,07/12/2016,1624,1
3C71536,423521,437811,07/12/2016,1815,1
3C80009,421985,436516,08/12/2016,10,1
3C80255,429282,432813,08/12/2016,742,1
3C80361,423312,435723,08/12/2016,820,1
3C80618,427083,433505,08/12/2016,900,1
3C81300,436802,434677,08/12/2016,1846,1
3C81366,425840,433742,08/12/2016,1430,1
3C90267,423979,434377,09/12/2016,800,1
3C90318,428618,440714,09/12/2016,845,1
3C90474,428835,425824,09/12/2016,1035,1
3C90476,430055,434187,08/12/2016,2200,1
3C90871,429817,430668,09/12/2016,1425,1
3C91094,425219,437872,09/12/2016,1555,1
3C91764,423483,435451,09/12/2016,1745,1
3CA0309,433513,436039,10/12/2016,341,4
3CA0780,430374,433535,10/12/2016,1202,1
3CA1194,424614,436001,10/12/2016,1618,1
3CA1529,436731,433192,10/12/2016,1937,1
3CB0163,430341,433905,11/12/2016,140,1
3CB0924,420926,433538,11/12/2016,1424,2
3CB1196,428397,434388,11/12/2016,1430,1
3CB1279,432887,435449,11/12/2016,1600,1
3CC0249,436836,433725,12/12/2016,720,1
3CC0264,428809,430409,12/12/2016,748,1
3CC0303,431483,435012,12/12/2016,825,1
3CC0353,430984,434450,14/12/2016,1530,1
3CC0920,430774,435249,12/12/2016,1500,1
3CC1092,424339,429261,12/12/2016,1635,1
3CC1220,433151,435257,12/12/2016,1753,5
3CC1279,422215,433913,12/12/2016,1815,1
